MaPhongDuocDat,MaDatPhong,MaPhong,NgayNhanPhong,NgayTraPhong,TongTienPhong
PDD032569,DP24180,DTP001_R017,2025-03-04,2025-03-06,3000000
PDD032570,DP24181,BDG001_R034,2025-03-04,2025-03-09,10000000
PDD032571,DP24182,PYN002_R004,2025-03-04,2025-03-06,2400000
PDD032572,DP24183,HNO001_R023,2025-03-04,2025-03-07,7200000
PDD032573,DP24183,BGG003_R010,2025-03-04,2025-03-09,6000000
PDD032574,DP24184,DBI001_R027,2025-03-04,2025-03-07,3300000
PDD032575,DP24185,AGG005_R005,2025-03-04,2025-03-07,5400000
PDD032576,DP24186,BNH002_R008,2025-03-04,2025-03-08,4800000
PDD032577,DP24187,HGG001_R007,2025-03-04,2025-03-05,1200000
PDD032578,DP24188,KHA002_R007,2025-03-04,2025-03-08,7200000
PDD032579,DP24188,QNG002_R003,2025-03-04,2025-03-08,4800000
PDD032580,DP24189,TVH001_R005,2025-03-04,2025-03-07,3600000
PDD032581,DP24190,QNG002_R010,2025-03-04,2025-03-09,17500000
PDD032582,DP24190,HTH001_R031,2025-03-04,2025-03-05,1700000
PDD032583,DP24191,QBI001_R031,2025-03-04,2025-03-09,11000000
PDD032584,DP24192,SLA001_R008,2025-03-04,2025-03-09,6000000
PDD032585,DP24193,STG001_R012,2025-03-04,2025-03-09,7500000
PDD032586,DP24193,VPC001_R012,2025-03-04,2025-03-06,3600000
PDD032587,DP24193,LCA001_R011,2025-03-04,2025-03-09,7500000
PDD032588,DP24194,VPC001_R019,2025-03-04,2025-03-07,4500000
PDD032589,DP24194,TBG001_R022,2025-03-04,2025-03-07,6000000
PDD032590,DP24195,QNG001_R020,2025-03-04,2025-03-09,7500000
PDD032591,DP24195,HBI002_R022,2025-03-04,2025-03-05,2000000
PDD032592,DP24195,TBI001_R015,2025-03-04,2025-03-06,4400000
PDD032593,DP24196,QBI001_R027,2025-03-04,2025-03-08,11200000
PDD032594,DP24197,QTR001_R010,2025-03-04,2025-03-09,6000000
PDD032595,DP24197,TBI002_R018,2025-03-04,2025-03-08,6800000
PDD032596,DP24197,PTU002_R003,2025-03-04,2025-03-05,1200000
PDD032597,DP24198,NTN002_R019,2025-03-04,2025-03-08,6000000
PDD032598,DP24199,PYN002_R021,2025-03-04,2025-03-09,7500000
PDD032599,DP24200,BGG003_R006,2025-03-04,2025-03-07,3600000
PDD032600,DP24200,HNA002_R012,2025-03-04,2025-03-09,17500000
PDD032601,DP24201,VLO001_R006,2025-03-04,2025-03-08,7200000
PDD032602,DP24202,KTM001_R012,2025-03-04,2025-03-05,2800000
PDD032603,DP24203,DNO001_R013,2025-03-04,2025-03-06,3600000
PDD032604,DP24203,STG001_R018,2025-03-04,2025-03-07,5100000
PDD032605,DP24204,HUG001_R024,2025-03-04,2025-03-06,3400000
PDD032606,DP24205,QTR002_R027,2025-03-05,2025-03-10,14000000
PDD032607,DP24205,LAG001_R009,2025-03-05,2025-03-08,4500000
PDD032608,DP24206,YBI001_R008,2025-03-05,2025-03-09,7200000
PDD032609,DP24207,VPC001_R004,2025-03-05,2025-03-10,6000000
PDD032610,DP24208,HNO002_R004,2025-03-05,2025-03-09,4800000
PDD032611,DP24209,CTO001_R015,2025-03-05,2025-03-09,6000000
PDD032612,DP24209,LCH001_R004,2025-03-05,2025-03-10,6000000
PDD032613,DP24210,NDH001_R023,2025-03-05,2025-03-07,3400000
PDD032614,DP24211,LAG001_R004,2025-03-05,2025-03-07,2400000
PDD032615,DP24212,THA002_R004,2025-03-05,2025-03-10,6000000
PDD032616,DP24213,KGI002_R029,2025-03-05,2025-03-09,8800000
PDD032617,DP24214,HGG001_R001,2025-03-05,2025-03-09,4800000
PDD032618,DP24215,DLK001_R019,2025-03-05,2025-03-06,1500000
PDD032619,DP24215,HPG002_R037,2025-03-05,2025-03-08,5100000
PDD032620,DP24216,THA001_R017,2025-03-05,2025-03-07,4000000
PDD032621,DP24217,CBG002_R013,2025-03-05,2025-03-08,4500000
PDD032622,DP24218,LDO001_R015,2025-03-05,2025-03-06,2000000
PDD032623,DP24219,HPG001_R016,2025-03-05,2025-03-10,9000000
PDD032624,DP24220,PYN001_R002,2025-03-05,2025-03-06,1200000
PDD032625,DP24220,TNH002_R010,2025-03-05,2025-03-08,5400000
PDD032626,DP24220,QNG001_R021,2025-03-05,2025-03-07,3000000
PDD032627,DP24221,BRV004_R022,2025-03-05,2025-03-06,1500000
PDD032628,DP24221,TNI001_R003,2025-03-05,2025-03-09,4800000
PDD032629,DP24222,DLK001_R006,2025-03-05,2025-03-10,6000000
PDD032630,DP24223,CTO001_R020,2025-03-05,2025-03-10,17500000
PDD032631,DP24224,BRV001_R027,2025-03-05,2025-03-10,17500000
PDD032632,DP24225,LCH002_R015,2025-03-05,2025-03-10,7500000
PDD032633,DP24225,HPG002_R023,2025-03-05,2025-03-10,7500000
PDD032634,DP24226,VLO002_R001,2025-03-05,2025-03-06,1200000
PDD032635,DP24227,TNI002_R012,2025-03-05,2025-03-09,6800000
PDD032636,DP24227,AGG003_R021,2025-03-05,2025-03-06,1500000
PDD032637,DP24228,KTM002_R013,2025-03-05,2025-03-07,5600000
PDD032638,DP24229,HNO002_R012,2025-03-05,2025-03-07,3000000
PDD032639,DP24230,BTE002_R006,2025-03-05,2025-03-07,3600000
PDD032640,DP24231,BNH002_R019,2025-03-05,2025-03-08,5400000
PDD032641,DP24231,HPG001_R035,2025-03-05,2025-03-08,3000000
PDD032642,DP24232,HYN001_R023,2025-03-05,2025-03-10,8500000
PDD032643,DP24232,VPC002_R010,2025-03-05,2025-03-08,4500000
PDD032644,DP24233,CMU001_R028,2025-03-05,2025-03-09,8000000
PDD032645,DP24234,KGI001_R001,2025-03-05,2025-03-09,4800000
PDD032646,DP24234,CBG001_R002,2025-03-05,2025-03-10,6000000
PDD032647,DP24235,DBI001_R010,2025-03-05,2025-03-09,7200000
PDD032648,DP24235,BDG001_R007,2025-03-05,2025-03-06,1200000
PDD032649,DP24236,TNI001_R014,2025-03-05,2025-03-08,4500000
PDD032650,DP24236,DNA001_R012,2025-03-05,2025-03-07,4000000
PDD032651,DP24237,CMU002_R014,2025-03-05,2025-03-09,7200000
PDD032652,DP24237,BLU001_R014,2025-03-05,2025-03-10,11000000
PDD032653,DP24238,DBI001_R016,2025-03-05,2025-03-07,3000000
PDD032654,DP24239,HNO002_R002,2025-03-05,2025-03-06,1200000
PDD032655,DP24240,BRV001_R007,2025-03-05,2025-03-08,3600000
PDD032656,DP24241,DLK001_R031,2025-03-05,2025-03-07,4400000
PDD032657,DP24241,DBI002_R010,2025-03-05,2025-03-09,7200000
PDD032658,DP24241,TBI002_R012,2025-03-05,2025-03-09,6000000
PDD032659,DP24242,CMU001_R023,2025-03-05,2025-03-08,8400000
PDD032660,DP24243,BNH002_R010,2025-03-05,2025-03-10,6000000
PDD032661,DP24244,KHA001_R016,2025-03-05,2025-03-09,6000000
PDD032662,DP24244,DNA002_R035,2025-03-05,2025-03-07,2000000
PDD032663,DP24245,PYN002_R031,2025-03-05,2025-03-08,6600000
PDD032664,DP24246,QTR001_R016,2025-03-05,2025-03-07,3600000
PDD032665,DP24247,LCH001_R005,2025-03-05,2025-03-07,2400000
PDD032666,DP24247,TBG001_R023,2025-03-05,2025-03-10,8500000
PDD032667,DP24248,HTH001_R027,2025-03-05,2025-03-06,2200000
PDD032668,DP24248,DLK002_R004,2025-03-05,2025-03-10,6000000
PDD032669,DP24248,BRV001_R004,2025-03-05,2025-03-09,4800000
PDD032670,DP24249,AGG002_R013,2025-03-05,2025-03-08,5400000
PDD032671,DP24249,QBI001_R012,2025-03-05,2025-03-08,5400000
PDD032672,DP24249,CMU001_R012,2025-03-05,2025-03-10,9000000
PDD032673,DP24250,NBH002_R008,2025-03-05,2025-03-09,7200000
PDD032674,DP24251,QNG002_R002,2025-03-05,2025-03-07,2400000
PDD032675,DP24252,TBG001_R002,2025-03-05,2025-03-07,2400000
PDD032676,DP24253,NDH001_R019,2025-03-05,2025-03-10,17500000
PDD032677,DP24253,LCH001_R007,2025-03-05,2025-03-09,4800000
PDD032678,DP24253,BRV001_R023,2025-03-05,2025-03-08,7200000
PDD032679,DP24254,HUG001_R007,2025-03-05,2025-03-10,6000000
PDD032680,DP24254,PTU001_R007,2025-03-05,2025-03-06,2200000
PDD032681,DP24255,LDO002_R018,2025-03-05,2025-03-09,14000000
PDD032682,DP24256,LCI002_R005,2025-03-05,2025-03-09,4800000
PDD032683,DP24257,NBH002_R016,2025-03-05,2025-03-07,4800000
PDD032684,DP24258,GLI002_R017,2025-03-05,2025-03-09,11200000
PDD032685,DP24258,CMU002_R025,2025-03-05,2025-03-10,17500000
PDD032686,DP24258,HBI002_R013,2025-03-05,2025-03-07,3600000
PDD032687,DP24259,PTU002_R004,2025-03-05,2025-03-09,4800000
PDD032688,DP24259,QTR001_R008,2025-03-05,2025-03-08,3600000
PDD032689,DP24259,DLK002_R017,2025-03-05,2025-03-07,3600000
PDD032690,DP24260,BTE001_R020,2025-03-05,2025-03-06,2400000
PDD032691,DP24261,NTN001_R011,2025-03-05,2025-03-09,7200000
PDD032692,DP24261,CTO002_R011,2025-03-05,2025-03-07,4800000
PDD032693,DP24261,NBH002_R007,2025-03-05,2025-03-07,2400000
PDD032694,DP24262,DNG001_R003,2025-03-05,2025-03-08,3600000
PDD032695,DP24262,LDO001_R004,2025-03-05,2025-03-06,1200000
PDD032696,DP24263,GLI002_R015,2025-03-05,2025-03-10,7500000
PDD032697,DP24264,TTH001_R003,2025-03-05,2025-03-10,6000000
PDD032698,DP24265,KHA001_R002,2025-03-05,2025-03-10,6000000
PDD032699,DP24266,KGI002_R002,2025-03-05,2025-03-09,4800000
PDD032700,DP24267,NTN002_R015,2025-03-06,2025-03-10,7200000
PDD032701,DP24267,NTN002_R029,2025-03-06,2025-03-10,8800000
PDD032702,DP24268,BDG002_R002,2025-03-06,2025-03-09,3600000
PDD032703,DP24268,BRV004_R015,2025-03-06,2025-03-09,5400000
PDD032704,DP24269,NTN001_R005,2025-03-06,2025-03-11,6000000
PDD032705,DP24270,TNH002_R012,2025-03-06,2025-03-11,9000000
PDD032706,DP24270,PYN001_R002,2025-03-06,2025-03-07,1200000
PDD032707,DP24271,HUG001_R016,2025-03-06,2025-03-08,3000000
PDD032708,DP24272,DNO002_R011,2025-03-06,2025-03-11,9000000
PDD032709,DP24273,HNO003_R031,2025-03-06,2025-03-08,4400000
PDD032710,DP24274,LCH001_R008,2025-03-06,2025-03-10,7200000
PDD032711,DP24275,DLK002_R014,2025-03-06,2025-03-11,9000000
PDD032712,DP24276,HPG001_R026,2025-03-06,2025-03-10,14000000
PDD032713,DP24276,BGG001_R011,2025-03-06,2025-03-10,7200000
PDD032714,DP24277,LDO002_R009,2025-03-06,2025-03-10,7200000
PDD032715,DP24278,BKN001_R015,2025-03-06,2025-03-11,7500000
PDD032716,DP24279,BGG001_R009,2025-03-06,2025-03-09,3600000
PDD032717,DP24280,HGG001_R013,2025-03-06,2025-03-11,9000000
PDD032718,DP24281,DNO001_R022,2025-03-06,2025-03-08,4000000
PDD032719,DP24281,BDH002_R010,2025-03-06,2025-03-07,1800000
PDD032720,DP24282,BTN002_R027,2025-03-06,2025-03-11,5500000
PDD032721,DP24283,SLA002_R017,2025-03-06,2025-03-11,14000000
PDD032722,DP24283,HTH001_R009,2025-03-06,2025-03-10,4800000
PDD032723,DP24284,AGG004_R021,2025-03-06,2025-03-10,9600000
PDD032724,DP24285,BDH001_R015,2025-03-06,2025-03-08,4800000
PDD032725,DP24286,BRV002_R019,2025-03-06,2025-03-10,6800000
PDD032726,DP24287,BNH002_R012,2025-03-06,2025-03-09,5400000
PDD032727,DP24288,VPC002_R006,2025-03-06,2025-03-08,3600000
PDD032728,DP24289,QTR001_R027,2025-03-06,2025-03-08,5600000
PDD032729,DP24290,BDH002_R013,2025-03-06,2025-03-07,1500000
PDD032730,DP24291,DLK001_R009,2025-03-06,2025-03-10,4800000
PDD032731,DP24292,BDG001_R037,2025-03-06,2025-03-09,5100000
PDD032732,DP24293,QNI001_R009,2025-03-06,2025-03-07,1800000
PDD032733,DP24294,HNA002_R007,2025-03-06,2025-03-10,7200000
PDD032734,DP24294,TBI002_R005,2025-03-06,2025-03-11,6000000
PDD032735,DP24294,NTN002_R011,2025-03-06,2025-03-07,1800000
PDD032736,DP24295,QNG001_R011,2025-03-06,2025-03-11,9000000
PDD032737,DP24295,AGG003_R034,2025-03-06,2025-03-11,8500000
PDD032738,DP24296,BRV002_R013,2025-03-06,2025-03-11,12000000
PDD032739,DP24296,BTN002_R016,2025-03-06,2025-03-09,4500000
PDD032740,DP24297,HNO004_R011,2025-03-06,2025-03-09,6000000
PDD032741,DP24298,NBH001_R016,2025-03-06,2025-03-10,6000000
PDD032742,DP24298,KHA001_R006,2025-03-06,2025-03-07,1200000
PDD032743,DP24299,CMU002_R009,2025-03-06,2025-03-11,6000000
PDD032744,DP24300,KGI001_R014,2025-03-06,2025-03-08,3000000
PDD032745,DP24300,DLK001_R018,2025-03-06,2025-03-10,7200000
PDD032746,DP24301,HNO003_R033,2025-03-06,2025-03-09,6000000
PDD032747,DP24302,VPC002_R013,2025-03-06,2025-03-07,3500000
PDD032748,DP24303,QNI001_R013,2025-03-06,2025-03-10,7200000
PDD032749,DP24303,PYN002_R019,2025-03-06,2025-03-09,4500000
PDD032750,DP24304,TNH001_R030,2025-03-06,2025-03-10,6800000
PDD032751,DP24304,TBI002_R001,2025-03-06,2025-03-11,6000000
PDD032752,DP24304,AGG003_R005,2025-03-06,2025-03-08,2400000
PDD032753,DP24305,PTU002_R035,2025-03-06,2025-03-11,8500000
PDD032754,DP24306,HYN001_R008,2025-03-06,2025-03-08,2400000
PDD032755,DP24307,CMU001_R007,2025-03-06,2025-03-10,4800000
PDD032756,DP24308,TBG002_R010,2025-03-06,2025-03-08,7000000
PDD032757,DP24308,BTN002_R005,2025-03-06,2025-03-07,1200000
PDD032758,DP24309,CMU001_R031,2025-03-06,2025-03-09,5100000
PDD032759,DP24310,BLU001_R002,2025-03-07,2025-03-12,6000000
PDD032760,DP24311,QTR001_R035,2025-03-07,2025-03-08,2000000
PDD032761,DP24312,AGG002_R011,2025-03-07,2025-03-10,5400000
PDD032762,DP24313,HPG002_R005,2025-03-07,2025-03-09,2400000
PDD032763,DP24314,BTE001_R033,2025-03-07,2025-03-09,2000000
PDD032764,DP24315,QTR002_R017,2025-03-07,2025-03-12,9000000
PDD032765,DP24316,HBI001_R006,2025-03-07,2025-03-09,3600000
PDD032766,DP24316,LCA001_R008,2025-03-07,2025-03-09,3600000
PDD032767,DP24316,HTH001_R029,2025-03-07,2025-03-10,6000000
PDD032768,DP24317,QNG001_R027,2025-03-07,2025-03-09,7000000
PDD032769,DP24317,THA001_R009,2025-03-07,2025-03-12,9000000
PDD032770,DP24318,PYN001_R006,2025-03-07,2025-03-08,1500000
PDD032771,DP24319,BTE001_R017,2025-03-07,2025-03-08,1500000
PDD032772,DP24320,QNI002_R016,2025-03-07,2025-03-08,1700000
PDD032773,DP24321,VLO002_R034,2025-03-07,2025-03-10,5100000
PDD032774,DP24322,HGG002_R023,2025-03-07,2025-03-10,6000000
PDD032775,DP24323,SLA001_R001,2025-03-07,2025-03-09,2400000
PDD032776,DP24324,KTM002_R015,2025-03-07,2025-03-12,11000000
PDD032777,DP24325,STG001_R004,2025-03-07,2025-03-11,4800000
PDD032778,DP24326,CTO002_R003,2025-03-07,2025-03-11,4800000
PDD032779,DP24327,AGG004_R030,2025-03-07,2025-03-11,6800000
PDD032780,DP24328,LCI002_R020,2025-03-07,2025-03-08,2200000
PDD032781,DP24328,TNI002_R010,2025-03-07,2025-03-08,2200000
PDD032782,DP24329,BLU001_R013,2025-03-07,2025-03-11,14000000
PDD032783,DP24330,HGG001_R006,2025-03-07,2025-03-08,1200000
PDD032784,DP24331,TBG002_R007,2025-03-07,2025-03-12,7500000
PDD032785,DP24331,HNA002_R014,2025-03-07,2025-03-09,4000000
PDD032786,DP24332,THA002_R001,2025-03-07,2025-03-10,3600000
PDD032787,DP24332,HBI002_R004,2025-03-07,2025-03-11,4800000
PDD032788,DP24333,BTN002_R020,2025-03-07,2025-03-12,11000000
PDD032789,DP24334,TVH002_R012,2025-03-07,2025-03-12,7500000
PDD032790,DP24334,QBI001_R038,2025-03-07,2025-03-12,8500000
PDD032791,DP24335,PTU002_R032,2025-03-07,2025-03-08,2000000
PDD032792,DP24336,YBI002_R015,2025-03-07,2025-03-09,3600000
PDD032793,DP24337,TNH002_R007,2025-03-07,2025-03-08,1200000
PDD032794,DP24338,SLA002_R015,2025-03-07,2025-03-08,1500000
PDD032795,DP24338,QTR001_R034,2025-03-07,2025-03-08,2000000
PDD032796,DP24339,KGI002_R032,2025-03-07,2025-03-08,1700000
PDD032797,DP24340,KGI002_R021,2025-03-07,2025-03-09,3000000
PDD032798,DP24340,QBI001_R021,2025-03-07,2025-03-12,7500000
PDD032799,DP24341,CMU002_R031,2025-03-07,2025-03-10,5100000
PDD032800,DP24342,KTM002_R009,2025-03-07,2025-03-12,9000000
PDD032801,DP24343,GLI001_R023,2025-03-07,2025-03-11,9600000
PDD032802,DP24344,BKN001_R017,2025-03-07,2025-03-09,5600000
PDD032803,DP24344,BDG001_R032,2025-03-07,2025-03-09,4400000
PDD032804,DP24345,TBG001_R012,2025-03-07,2025-03-08,1800000
PDD032805,DP24346,VPC002_R003,2025-03-07,2025-03-09,2400000
PDD032806,DP24347,BTN002_R003,2025-03-07,2025-03-10,3600000
PDD032807,DP24348,VPC001_R030,2025-03-07,2025-03-08,1100000
PDD032808,DP24349,DNG002_R004,2025-03-07,2025-03-09,2400000
PDD032809,DP24350,QNG001_R019,2025-03-07,2025-03-12,7500000
PDD032810,DP24351,QNI001_R020,2025-03-07,2025-03-12,11000000
PDD032811,DP24351,SLA001_R009,2025-03-07,2025-03-09,2400000
PDD032812,DP24352,NTN001_R006,2025-03-07,2025-03-09,2400000
PDD032813,DP24353,GLI001_R037,2025-03-07,2025-03-12,5500000
PDD032814,DP24354,BDG001_R022,2025-03-07,2025-03-08,1500000
PDD032815,DP24355,YBI002_R020,2025-03-07,2025-03-09,3000000
PDD032816,DP24356,VPC001_R021,2025-03-07,2025-03-11,11200000
PDD032817,DP24356,CTO002_R012,2025-03-07,2025-03-11,11200000
PDD032818,DP24357,HBI002_R001,2025-03-07,2025-03-09,2400000
PDD032819,DP24357,HPG002_R004,2025-03-07,2025-03-08,1200000
PDD032820,DP24358,VLO002_R005,2025-03-07,2025-03-08,1200000
PDD032821,DP24358,GLI002_R006,2025-03-07,2025-03-12,6000000
PDD032822,DP24359,LCH002_R012,2025-03-07,2025-03-09,3600000
PDD032823,DP24359,DNA002_R010,2025-03-07,2025-03-08,1200000
PDD032824,DP24359,QBI002_R004,2025-03-07,2025-03-10,5400000
PDD032825,DP24360,HNO001_R014,2025-03-07,2025-03-11,7200000
PDD032826,DP24360,AGG003_R017,2025-03-07,2025-03-10,5400000
PDD032827,DP24361,LCI002_R021,2025-03-07,2025-03-09,4000000
PDD032828,DP24362,LCI001_R010,2025-03-07,2025-03-08,1200000
PDD032829,DP24363,HBI002_R010,2025-03-07,2025-03-11,7200000
PDD032830,DP24363,GLI002_R022,2025-03-07,2025-03-12,8500000
PDD032831,DP24364,KTM001_R011,2025-03-07,2025-03-09,4800000
PDD032832,DP24364,BDH002_R012,2025-03-07,2025-03-12,9000000
PDD032833,DP24365,BNH002_R040,2025-03-07,2025-03-09,2000000
PDD032834,DP24366,LCH002_R020,2025-03-07,2025-03-11,8800000
PDD032835,DP24367,HNO003_R004,2025-03-07,2025-03-11,4800000
PDD032836,DP24368,CBG001_R010,2025-03-07,2025-03-08,1500000
PDD032837,DP24369,QBI002_R007,2025-03-07,2025-03-11,9600000
PDD032838,DP24370,BDH002_R010,2025-03-07,2025-03-12,9000000
PDD032839,DP24371,LAG001_R013,2025-03-07,2025-03-10,10500000
PDD032840,DP24371,KGI002_R010,2025-03-07,2025-03-09,2400000
PDD032841,DP24372,DBI001_R005,2025-03-07,2025-03-08,1200000
PDD032842,DP24372,KHA002_R001,2025-03-07,2025-03-12,6000000
PDD032843,DP24373,NTN002_R011,2025-03-07,2025-03-09,3600000
PDD032844,DP24373,QTR002_R003,2025-03-07,2025-03-12,6000000
PDD032845,DP24374,BDH001_R020,2025-03-07,2025-03-12,10000000
PDD032846,DP24375,CBG002_R012,2025-03-07,2025-03-10,5400000
PDD032847,DP24375,QNG001_R017,2025-03-07,2025-03-10,5400000
PDD032848,DP24376,NDH001_R004,2025-03-07,2025-03-12,6000000
PDD032849,DP24377,BKN001_R010,2025-03-08,2025-03-13,9000000
PDD032850,DP24377,CTO002_R014,2025-03-08,2025-03-09,2200000
PDD032851,DP24378,TBI001_R005,2025-03-08,2025-03-11,3600000
PDD032852,DP24379,QNI001_R025,2025-03-08,2025-03-13,5000000
PDD032853,DP24380,HGG001_R007,2025-03-08,2025-03-13,6000000
PDD032854,DP24381,HUG002_R007,2025-03-08,2025-03-12,8800000
PDD032855,DP24382,CMU001_R001,2025-03-08,2025-03-09,1200000
PDD032856,DP24383,AGG004_R005,2025-03-08,2025-03-09,1200000
PDD032857,DP24383,STG001_R001,2025-03-08,2025-03-13,6000000
PDD032858,DP24384,LCA002_R003,2025-03-08,2025-03-13,6000000
PDD032859,DP24384,DBI001_R008,2025-03-08,2025-03-10,2400000
PDD032860,DP24385,BGG003_R005,2025-03-08,2025-03-11,3600000
PDD032861,DP24386,CMU002_R017,2025-03-08,2025-03-13,7500000
PDD032862,DP24387,BDH002_R004,2025-03-08,2025-03-11,3600000
PDD032863,DP24388,KTM002_R017,2025-03-08,2025-03-10,3400000
PDD032864,DP24388,HPG002_R042,2025-03-08,2025-03-13,5500000
PDD032865,DP24389,QNG001_R023,2025-03-08,2025-03-12,9600000
PDD032866,DP24390,PYN001_R008,2025-03-08,2025-03-10,5600000
PDD032867,DP24390,KGI001_R014,2025-03-08,2025-03-11,4500000
PDD032868,DP24391,SLA002_R013,2025-03-08,2025-03-10,3000000
PDD032869,DP24391,BNH002_R021,2025-03-08,2025-03-10,3000000
PDD032870,DP24392,LCI001_R022,2025-03-08,2025-03-12,6000000
PDD032871,DP24393,BGG003_R034,2025-03-08,2025-03-13,8500000
PDD032872,DP24394,HTH001_R002,2025-03-08,2025-03-10,2400000
PDD032873,DP24395,HPG002_R011,2025-03-08,2025-03-12,4800000
PDD032874,DP24396,CBG002_R002,2025-03-08,2025-03-13,6000000
PDD032875,DP24396,TVH002_R022,2025-03-08,2025-03-12,6800000
PDD032876,DP24397,TBI001_R007,2025-03-08,2025-03-12,7200000
PDD032877,DP24398,AGG005_R007,2025-03-08,2025-03-10,3600000
PDD032878,DP24398,DBI002_R019,2025-03-08,2025-03-09,3500000
PDD032879,DP24398,TNH001_R016,2025-03-08,2025-03-13,7500000
PDD032880,DP24399,QNA001_R008,2025-03-08,2025-03-10,3600000
PDD032881,DP24400,KHA001_R011,2025-03-08,2025-03-13,9000000
PDD032882,DP24401,BDH002_R007,2025-03-08,2025-03-12,4800000
PDD032883,DP24402,HGG002_R011,2025-03-08,2025-03-11,5400000
PDD032884,DP24403,TNH002_R024,2025-03-08,2025-03-09,1700000
PDD032885,DP24403,BDG001_R004,2025-03-08,2025-03-10,2400000
PDD032886,DP24404,BRV003_R002,2025-03-08,2025-03-09,1200000
PDD032887,DP24404,HNA002_R015,2025-03-08,2025-03-13,8500000
PDD032888,DP24405,DNA001_R008,2025-03-08,2025-03-11,7200000
PDD032889,DP24406,QTR001_R018,2025-03-08,2025-03-10,3600000
PDD032890,DP24406,HYN002_R002,2025-03-08,2025-03-12,4800000
PDD032891,DP24407,DNO001_R025,2025-03-08,2025-03-09,1000000
PDD032892,DP24408,BGG001_R032,2025-03-08,2025-03-09,1700000
PDD032893,DP24409,DNG002_R019,2025-03-08,2025-03-13,11000000
PDD032894,DP24410,NDH001_R023,2025-03-08,2025-03-10,3400000
PDD032895,DP24411,HUG001_R011,2025-03-08,2025-03-12,7200000
PDD032896,DP24412,HGG001_R020,2025-03-08,2025-03-09,1500000
PDD032897,DP24413,QNA001_R007,2025-03-08,2025-03-13,6000000
PDD032898,DP24414,DNA001_R003,2025-03-08,2025-03-12,4800000
PDD032899,DP24414,SLA001_R017,2025-03-08,2025-03-12,6000000
PDD032900,DP24415,VLO001_R006,2025-03-08,2025-03-09,1800000
PDD032901,DP24415,DNG001_R014,2025-03-08,2025-03-12,8000000
PDD032902,DP24416,TBG001_R021,2025-03-08,2025-03-10,4400000
PDD032903,DP24417,PTU002_R026,2025-03-08,2025-03-13,14000000
PDD032904,DP24418,TBG001_R020,2025-03-08,2025-03-11,6600000
PDD032905,DP24419,VLO001_R008,2025-03-08,2025-03-12,6000000
PDD032906,DP24420,CMU002_R030,2025-03-08,2025-03-11,5100000
PDD032907,DP24421,DNO002_R019,2025-03-08,2025-03-10,4400000
PDD032908,DP24422,BDH001_R016,2025-03-08,2025-03-13,14000000
PDD032909,DP24423,VPC001_R006,2025-03-08,2025-03-13,6000000
PDD032910,DP24423,KHA001_R013,2025-03-08,2025-03-11,5400000
PDD032911,DP24424,CTO002_R006,2025-03-08,2025-03-10,3600000
PDD032912,DP24425,QNG001_R018,2025-03-08,2025-03-12,6000000
PDD032913,DP24425,BTE002_R001,2025-03-08,2025-03-13,6000000
PDD032914,DP24426,QBI001_R014,2025-03-08,2025-03-09,1800000
PDD032915,DP24427,DLK001_R010,2025-03-08,2025-03-09,1200000
PDD032916,DP24427,KTM001_R003,2025-03-08,2025-03-09,1200000
PDD032917,DP24428,TVH002_R016,2025-03-08,2025-03-12,11200000
PDD032918,DP24428,QTR002_R034,2025-03-08,2025-03-11,6000000
PDD032919,DP24429,NBH001_R027,2025-03-08,2025-03-12,4400000
PDD032920,DP24430,DBI002_R006,2025-03-08,2025-03-13,6000000
PDD032921,DP24431,TNH002_R022,2025-03-08,2025-03-09,2000000
PDD032922,DP24432,BNH001_R018,2025-03-08,2025-03-13,14000000
PDD032923,DP24433,QNI002_R012,2025-03-08,2025-03-13,17500000
PDD032924,DP24434,NDH002_R006,2025-03-08,2025-03-11,4500000
PDD032925,DP24435,HGG002_R012,2025-03-08,2025-03-10,3600000
PDD032926,DP24435,TBG001_R009,2025-03-08,2025-03-11,5400000
PDD032927,DP24436,BGG002_R011,2025-03-09,2025-03-10,1800000
PDD032928,DP24437,QBI002_R010,2025-03-09,2025-03-11,4400000
PDD032929,DP24438,PYN002_R021,2025-03-09,2025-03-13,6000000
PDD032930,DP24438,VLO001_R012,2025-03-09,2025-03-10,3500000
PDD032931,DP24439,LCA001_R015,2025-03-09,2025-03-10,3500000
PDD032932,DP24440,KGI002_R034,2025-03-09,2025-03-12,5100000
PDD032933,DP24441,BTE002_R017,2025-03-09,2025-03-10,1700000
PDD032934,DP24442,HYN001_R021,2025-03-09,2025-03-11,4400000
PDD032935,DP24443,HNO001_R036,2025-03-09,2025-03-14,6500000
PDD032936,DP24444,DNO001_R020,2025-03-09,2025-03-14,11000000
PDD032937,DP24445,TBI001_R014,2025-03-09,2025-03-10,3500000
PDD032938,DP24446,KGI001_R008,2025-03-09,2025-03-12,5400000
PDD032939,DP24447,VPC001_R030,2025-03-09,2025-03-12,3300000
PDD032940,DP24448,AGG002_R018,2025-03-09,2025-03-10,1500000
PDD032941,DP24448,HPG002_R029,2025-03-09,2025-03-11,7000000
PDD032942,DP24449,HPG001_R034,2025-03-09,2025-03-12,5100000
PDD032943,DP24449,LCA001_R001,2025-03-09,2025-03-11,2400000
PDD032944,DP24449,BDH001_R019,2025-03-09,2025-03-13,8800000
PDD032945,DP24450,QNG001_R007,2025-03-09,2025-03-10,1200000
