MaSuDungDichVu,MaDichVu,MaPhongDuocDat,ThoiGian,SoLuong,ThanhTien
SDV076292,SVC008,PDD030371,2025-02-06,1,0
SDV076293,SVC018,PDD030389,2025-02-06,2,4000000
SDV076294,SVC001,PDD030562,2025-02-06,1,300000
SDV076295,SVC017,PDD030389,2025-02-06,3,1500000
SDV076296,SVC007,PDD030558,2025-02-06,3,600000
SDV076297,SVC020,PDD030377,2025-02-06,1,0
SDV076298,SVC025,PDD030540,2025-02-06,3,750000
SDV076299,SVC005,PDD030647,2025-02-06,2,1600000
SDV076300,SVC004,PDD030557,2025-02-06,2,2400000
SDV076301,SVC012,PDD030557,2025-02-06,3,1500000
SDV076302,SVC013,PDD030554,2025-02-06,2,300000
SDV076303,SVC022,PDD030573,2025-02-06,1,0
SDV076304,SVC014,PDD030560,2025-02-06,1,3000000
SDV076305,SVC015,PDD030557,2025-02-06,3,0
SDV076306,SVC016,PDD030544,2025-02-06,3,60000
SDV076307,SVC002,PDD030562,2025-02-06,2,240000
SDV076308,SVC012,PDD030398,2025-02-06,2,1000000
SDV076309,SVC015,PDD030562,2025-02-06,2,0
SDV076310,SVC006,PDD030560,2025-02-06,2,600000
SDV076311,SVC012,PDD030562,2025-02-06,3,1500000
SDV076312,SVC024,PDD030587,2025-02-06,2,200000
SDV076313,SVC019,PDD030639,2025-02-06,2,200000
SDV076314,SVC006,PDD030624,2025-02-06,3,900000
SDV076315,SVC012,PDD030601,2025-02-06,2,1000000
SDV076316,SVC025,PDD030624,2025-02-06,1,250000
SDV076317,SVC025,PDD030600,2025-02-06,1,250000
SDV076318,SVC024,PDD030600,2025-02-06,3,300000
SDV076319,SVC001,PDD030600,2025-02-06,1,300000
SDV076320,SVC022,PDD030624,2025-02-06,2,0
SDV076321,SVC001,PDD030600,2025-02-06,3,900000
SDV076322,SVC010,PDD030625,2025-02-06,1,200000
SDV076323,SVC015,PDD030596,2025-02-06,2,0
SDV076324,SVC004,PDD030627,2025-02-06,2,2400000
SDV076325,SVC014,PDD030627,2025-02-06,3,9000000
SDV076326,SVC001,PDD030628,2025-02-06,1,300000
SDV076327,SVC007,PDD030628,2025-02-06,2,400000
SDV076328,SVC003,PDD030599,2025-02-06,3,0
SDV076329,SVC008,PDD030628,2025-02-06,3,0
SDV076330,SVC018,PDD030601,2025-02-06,3,6000000
SDV076331,SVC003,PDD030619,2025-02-06,1,0
SDV076332,SVC001,PDD030612,2025-02-06,3,900000
SDV076333,SVC019,PDD030613,2025-02-06,1,100000
SDV076334,SVC019,PDD030613,2025-02-06,1,100000
SDV076335,SVC020,PDD030608,2025-02-06,3,0
SDV076336,SVC023,PDD030613,2025-02-06,1,300000
SDV076337,SVC007,PDD030615,2025-02-06,2,400000
SDV076338,SVC009,PDD030602,2025-02-06,1,0
SDV076339,SVC011,PDD030617,2025-02-06,3,1050000
SDV076340,SVC012,PDD030606,2025-02-06,3,1500000
SDV076341,SVC011,PDD030605,2025-02-06,3,1050000
SDV076342,SVC023,PDD030605,2025-02-06,2,600000
SDV076343,SVC001,PDD030605,2025-02-06,2,600000
SDV076344,SVC019,PDD030605,2025-02-06,3,300000
SDV076345,SVC011,PDD030602,2025-02-06,1,350000
SDV076346,SVC014,PDD030607,2025-02-06,1,3000000
SDV076347,SVC004,PDD030639,2025-02-06,2,2400000
SDV076348,SVC014,PDD030628,2025-02-06,2,6000000
SDV076349,SVC024,PDD030593,2025-02-06,1,100000
SDV076350,SVC007,PDD030634,2025-02-06,2,400000
SDV076351,SVC025,PDD030584,2025-02-06,2,500000
SDV076352,SVC017,PDD030583,2025-02-06,1,500000
SDV076353,SVC018,PDD030583,2025-02-06,3,6000000
SDV076354,SVC016,PDD030635,2025-02-06,1,20000
SDV076355,SVC024,PDD030635,2025-02-06,3,300000
SDV076356,SVC006,PDD030634,2025-02-06,2,600000
SDV076357,SVC013,PDD030636,2025-02-06,1,150000
SDV076358,SVC020,PDD030580,2025-02-06,1,0
SDV076359,SVC015,PDD030638,2025-02-06,2,0
SDV076360,SVC009,PDD030639,2025-02-06,2,0
SDV076361,SVC023,PDD030639,2025-02-06,2,600000
SDV076362,SVC012,PDD030579,2025-02-06,1,500000
SDV076363,SVC025,PDD030575,2025-02-06,3,750000
SDV076364,SVC004,PDD030637,2025-02-06,3,3600000
SDV076365,SVC010,PDD030630,2025-02-06,3,600000
SDV076366,SVC010,PDD030634,2025-02-06,1,200000
SDV076367,SVC009,PDD030587,2025-02-06,1,0
SDV076368,SVC011,PDD030592,2025-02-06,3,1050000
SDV076369,SVC014,PDD030592,2025-02-06,2,6000000
SDV076370,SVC023,PDD030592,2025-02-06,3,900000
SDV076371,SVC005,PDD030630,2025-02-06,1,800000
SDV076372,SVC003,PDD030630,2025-02-06,1,0
SDV076373,SVC008,PDD030630,2025-02-06,1,0
SDV076374,SVC007,PDD030587,2025-02-06,3,600000
SDV076375,SVC009,PDD030590,2025-02-06,3,0
SDV076376,SVC012,PDD030590,2025-02-06,1,500000
SDV076377,SVC018,PDD030589,2025-02-06,3,6000000
SDV076378,SVC011,PDD030631,2025-02-06,1,350000
SDV076379,SVC009,PDD030588,2025-02-06,1,0
SDV076380,SVC001,PDD030632,2025-02-06,1,300000
SDV076381,SVC020,PDD030633,2025-02-06,1,0
SDV076382,SVC014,PDD030590,2025-02-06,2,6000000
SDV076383,SVC002,PDD030400,2025-02-06,1,120000
SDV076384,SVC003,PDD030530,2025-02-06,2,0
SDV076385,SVC005,PDD030354,2025-02-06,2,1600000
SDV076386,SVC010,PDD030489,2025-02-06,2,400000
SDV076387,SVC023,PDD030490,2025-02-06,3,900000
SDV076388,SVC007,PDD030433,2025-02-06,1,200000
SDV076389,SVC018,PDD030433,2025-02-06,1,2000000
SDV076390,SVC025,PDD030432,2025-02-06,1,250000
SDV076391,SVC008,PDD030494,2025-02-06,2,0
SDV076392,SVC018,PDD030427,2025-02-06,1,2000000
SDV076393,SVC008,PDD030333,2025-02-06,1,0
SDV076394,SVC016,PDD030499,2025-02-06,3,60000
SDV076395,SVC011,PDD030424,2025-02-06,2,700000
SDV076396,SVC012,PDD030423,2025-02-06,2,1000000
SDV076397,SVC012,PDD030342,2025-02-06,2,1000000
SDV076398,SVC013,PDD030504,2025-02-06,3,450000
SDV076399,SVC006,PDD030504,2025-02-06,1,300000
SDV076400,SVC003,PDD030504,2025-02-06,3,0
SDV076401,SVC025,PDD030504,2025-02-06,2,500000
SDV076402,SVC008,PDD030342,2025-02-06,1,0
SDV076403,SVC012,PDD030418,2025-02-06,1,500000
SDV076404,SVC002,PDD030418,2025-02-06,2,240000
SDV076405,SVC022,PDD030346,2025-02-06,3,0
SDV076406,SVC015,PDD030354,2025-02-06,1,0
SDV076407,SVC014,PDD030509,2025-02-06,2,6000000
SDV076408,SVC011,PDD030512,2025-02-06,3,1050000
SDV076409,SVC006,PDD030515,2025-02-06,2,600000
SDV076410,SVC004,PDD030517,2025-02-06,1,1200000
SDV076411,SVC017,PDD030488,2025-02-06,3,1500000
SDV076412,SVC011,PDD030348,2025-02-06,3,1050000
SDV076413,SVC017,PDD030488,2025-02-06,2,1000000
SDV076414,SVC012,PDD030610,2025-02-06,2,1000000
SDV076415,SVC020,PDD030458,2025-02-06,1,0
SDV076416,SVC020,PDD030460,2025-02-06,2,0
SDV076417,SVC004,PDD030464,2025-02-06,3,3600000
SDV076418,SVC001,PDD030273,2025-02-06,1,300000
SDV076419,SVC006,PDD030468,2025-02-06,3,900000
SDV076420,SVC014,PDD030273,2025-02-06,3,9000000
SDV076421,SVC003,PDD030255,2025-02-06,3,0
SDV076422,SVC004,PDD030273,2025-02-06,2,2400000
SDV076423,SVC012,PDD030452,2025-02-06,2,1000000
SDV076424,SVC013,PDD030451,2025-02-06,3,450000
SDV076425,SVC004,PDD030473,2025-02-06,3,3600000
SDV076426,SVC007,PDD030450,2025-02-06,1,200000
SDV076427,SVC002,PDD030473,2025-02-06,2,240000
SDV076428,SVC007,PDD030450,2025-02-06,2,400000
SDV076429,SVC013,PDD030449,2025-02-06,1,150000
SDV076430,SVC010,PDD030282,2025-02-06,2,400000
SDV076431,SVC023,PDD030477,2025-02-06,3,900000
SDV076432,SVC018,PDD030446,2025-02-06,2,4000000
SDV076433,SVC011,PDD030480,2025-02-06,3,1050000
SDV076434,SVC020,PDD030480,2025-02-06,2,0
SDV076435,SVC007,PDD030480,2025-02-06,2,400000
SDV076436,SVC014,PDD030480,2025-02-06,2,6000000
SDV076437,SVC012,PDD030482,2025-02-06,3,1500000
SDV076438,SVC013,PDD030482,2025-02-06,2,300000
SDV076439,SVC012,PDD030482,2025-02-06,1,500000
SDV076440,SVC005,PDD030438,2025-02-06,1,800000
SDV076441,SVC011,PDD030412,2025-02-06,1,350000
SDV076442,SVC006,PDD030610,2025-02-06,3,900000
SDV076443,SVC021,PDD030348,2025-02-06,1,0
SDV076444,SVC012,PDD030349,2025-02-06,2,1000000
SDV076445,SVC012,PDD030523,2025-02-06,3,1500000
SDV076446,SVC016,PDD030531,2025-02-06,2,40000
SDV076447,SVC002,PDD030534,2025-02-06,2,240000
SDV076448,SVC018,PDD030535,2025-02-06,1,2000000
SDV076449,SVC004,PDD030530,2025-02-06,3,3600000
SDV076450,SVC012,PDD030519,2025-02-06,3,1500000
SDV076451,SVC003,PDD030405,2025-02-06,1,0
SDV076452,SVC017,PDD030410,2025-02-06,1,500000
SDV076453,SVC003,PDD030518,2025-02-06,3,0
SDV076454,SVC008,PDD030411,2025-02-06,1,0
SDV076455,SVC015,PDD030348,2025-02-06,3,0
SDV076456,SVC008,PDD030536,2025-02-06,1,0
SDV076457,SVC009,PDD030660,2025-02-07,3,0
SDV076458,SVC016,PDD030707,2025-02-07,2,40000
SDV076459,SVC002,PDD030652,2025-02-07,3,360000
SDV076460,SVC019,PDD030722,2025-02-07,2,200000
SDV076461,SVC005,PDD030718,2025-02-07,3,2400000
SDV076462,SVC017,PDD030652,2025-02-07,2,1000000
SDV076463,SVC002,PDD030718,2025-02-07,2,240000
SDV076464,SVC014,PDD030673,2025-02-07,2,6000000
SDV076465,SVC016,PDD030626,2025-02-07,3,60000
SDV076466,SVC014,PDD030675,2025-02-07,2,6000000
SDV076467,SVC006,PDD030628,2025-02-07,1,300000
SDV076468,SVC017,PDD030705,2025-02-07,3,1500000
SDV076469,SVC018,PDD030702,2025-02-07,1,2000000
SDV076470,SVC023,PDD030702,2025-02-07,1,300000
SDV076471,SVC013,PDD030719,2025-02-07,1,150000
SDV076472,SVC007,PDD030626,2025-02-07,2,400000
SDV076473,SVC022,PDD030715,2025-02-07,1,0
SDV076474,SVC022,PDD030678,2025-02-07,3,0
SDV076475,SVC007,PDD030672,2025-02-07,2,400000
SDV076476,SVC005,PDD030666,2025-02-07,3,2400000
SDV076477,SVC003,PDD030667,2025-02-07,2,0
SDV076478,SVC004,PDD030710,2025-02-07,1,1200000
SDV076479,SVC011,PDD030708,2025-02-07,2,700000
SDV076480,SVC022,PDD030667,2025-02-07,2,0
SDV076481,SVC006,PDD030708,2025-02-07,2,600000
SDV076482,SVC020,PDD030721,2025-02-07,3,0
SDV076483,SVC018,PDD030618,2025-02-07,2,4000000
SDV076484,SVC010,PDD030708,2025-02-07,1,200000
SDV076485,SVC004,PDD030721,2025-02-07,2,2400000
SDV076486,SVC003,PDD030721,2025-02-07,2,0
SDV076487,SVC011,PDD030669,2025-02-07,1,350000
SDV076488,SVC010,PDD030618,2025-02-07,1,200000
SDV076489,SVC011,PDD030618,2025-02-07,2,700000
SDV076490,SVC013,PDD030618,2025-02-07,2,300000
SDV076491,SVC011,PDD030666,2025-02-07,1,350000
SDV076492,SVC008,PDD030672,2025-02-07,3,0
SDV076493,SVC025,PDD030663,2025-02-07,2,500000
SDV076494,SVC024,PDD030672,2025-02-07,2,200000
SDV076495,SVC022,PDD030701,2025-02-07,3,0
SDV076496,SVC022,PDD030715,2025-02-07,1,0
SDV076497,SVC010,PDD030660,2025-02-07,1,200000
SDV076498,SVC016,PDD030719,2025-02-07,3,60000
SDV076499,SVC019,PDD030652,2025-02-07,1,100000
SDV076500,SVC001,PDD030652,2025-02-07,3,900000
SDV076501,SVC015,PDD030676,2025-02-07,1,0
SDV076502,SVC019,PDD030722,2025-02-07,2,200000
SDV076503,SVC020,PDD030690,2025-02-07,2,0
SDV076504,SVC025,PDD030689,2025-02-07,2,500000
SDV076505,SVC025,PDD030649,2025-02-07,2,500000
SDV076506,SVC009,PDD030686,2025-02-07,3,0
SDV076507,SVC008,PDD030685,2025-02-07,2,0
SDV076508,SVC016,PDD030677,2025-02-07,2,40000
SDV076509,SVC015,PDD030685,2025-02-07,2,0
SDV076510,SVC006,PDD030676,2025-02-07,2,600000
SDV076511,SVC023,PDD030643,2025-02-07,2,600000
SDV076512,SVC025,PDD030679,2025-02-07,3,750000
SDV076513,SVC007,PDD030643,2025-02-07,1,200000
SDV076514,SVC025,PDD030679,2025-02-07,1,250000
SDV076515,SVC018,PDD030644,2025-02-07,2,4000000
SDV076516,SVC015,PDD030646,2025-02-07,3,0
SDV076517,SVC023,PDD030679,2025-02-07,1,300000
SDV076518,SVC006,PDD030679,2025-02-07,3,900000
SDV076519,SVC020,PDD030679,2025-02-07,3,0
SDV076520,SVC001,PDD030647,2025-02-07,2,600000
SDV076521,SVC012,PDD030680,2025-02-07,3,1500000
SDV076522,SVC019,PDD030710,2025-02-07,1,100000
SDV076523,SVC023,PDD030649,2025-02-07,3,900000
SDV076524,SVC009,PDD030637,2025-02-07,1,0
SDV076525,SVC014,PDD030697,2025-02-07,2,6000000
SDV076526,SVC022,PDD030652,2025-02-07,3,0
SDV076527,SVC008,PDD030676,2025-02-07,3,0
SDV076528,SVC012,PDD030651,2025-02-07,1,500000
SDV076529,SVC002,PDD030696,2025-02-07,3,360000
SDV076530,SVC009,PDD030631,2025-02-07,1,0
SDV076531,SVC001,PDD030696,2025-02-07,3,900000
SDV076532,SVC017,PDD030631,2025-02-07,1,500000
SDV076533,SVC015,PDD030695,2025-02-07,1,0
SDV076534,SVC024,PDD030695,2025-02-07,1,100000
SDV076535,SVC014,PDD030693,2025-02-07,3,9000000
SDV076536,SVC007,PDD030692,2025-02-07,3,600000
SDV076537,SVC002,PDD030676,2025-02-07,2,240000
SDV076538,SVC020,PDD030713,2025-02-07,2,0
SDV076539,SVC002,PDD030713,2025-02-07,2,240000
SDV076540,SVC017,PDD030722,2025-02-07,1,500000
SDV076541,SVC011,PDD030713,2025-02-07,3,1050000
SDV076542,SVC009,PDD030691,2025-02-07,1,0
SDV076543,SVC003,PDD030713,2025-02-07,1,0
SDV076544,SVC005,PDD030676,2025-02-07,3,2400000
SDV076545,SVC011,PDD030722,2025-02-07,2,700000
SDV076546,SVC018,PDD030714,2025-02-07,2,4000000
SDV076547,SVC006,PDD030713,2025-02-07,1,300000
SDV076548,SVC017,PDD030602,2025-02-07,2,1000000
SDV076549,SVC017,PDD030547,2025-02-07,2,1000000
SDV076550,SVC003,PDD030544,2025-02-07,3,0
SDV076551,SVC008,PDD030354,2025-02-07,1,0
SDV076552,SVC023,PDD030547,2025-02-07,3,900000
SDV076553,SVC002,PDD030349,2025-02-07,3,360000
SDV076554,SVC013,PDD030346,2025-02-07,3,450000
SDV076555,SVC025,PDD030338,2025-02-07,1,250000
SDV076556,SVC004,PDD030499,2025-02-07,3,3600000
SDV076557,SVC024,PDD030547,2025-02-07,1,100000
SDV076558,SVC010,PDD030550,2025-02-07,1,200000
SDV076559,SVC012,PDD030551,2025-02-07,2,1000000
SDV076560,SVC025,PDD030360,2025-02-07,1,250000
SDV076561,SVC018,PDD030552,2025-02-07,2,4000000
SDV076562,SVC021,PDD030560,2025-02-07,3,0
SDV076563,SVC015,PDD030564,2025-02-07,3,0
SDV076564,SVC004,PDD030564,2025-02-07,3,3600000
SDV076565,SVC015,PDD030568,2025-02-07,2,0
SDV076566,SVC016,PDD030573,2025-02-07,3,60000
SDV076567,SVC023,PDD030575,2025-02-07,1,300000
SDV076568,SVC008,PDD030575,2025-02-07,2,0
SDV076569,SVC010,PDD030580,2025-02-07,2,400000
SDV076570,SVC024,PDD030580,2025-02-07,1,100000
SDV076571,SVC015,PDD030580,2025-02-07,2,0
SDV076572,SVC022,PDD030557,2025-02-07,2,0
SDV076573,SVC017,PDD030542,2025-02-07,2,1000000
SDV076574,SVC023,PDD030360,2025-02-07,3,900000
SDV076575,SVC009,PDD030389,2025-02-07,3,0
SDV076576,SVC008,PDD030503,2025-02-07,1,0
SDV076577,SVC025,PDD030498,2025-02-07,1,250000
SDV076578,SVC017,PDD030507,2025-02-07,2,1000000
SDV076579,SVC003,PDD030509,2025-02-07,1,0
SDV076580,SVC004,PDD030495,2025-02-07,1,1200000
SDV076581,SVC009,PDD030511,2025-02-07,1,0
SDV076582,SVC006,PDD030490,2025-02-07,2,600000
SDV076583,SVC023,PDD030484,2025-02-07,2,600000
SDV076584,SVC017,PDD030515,2025-02-07,1,500000
SDV076585,SVC016,PDD030517,2025-02-07,3,60000
SDV076586,SVC005,PDD030517,2025-02-07,3,2400000
SDV076587,SVC019,PDD030519,2025-02-07,1,100000
SDV076588,SVC024,PDD030520,2025-02-07,1,100000
SDV076589,SVC014,PDD030523,2025-02-07,2,6000000
SDV076590,SVC003,PDD030528,2025-02-07,3,0
SDV076591,SVC014,PDD030417,2025-02-07,2,6000000
SDV076592,SVC008,PDD030414,2025-02-07,3,0
SDV076593,SVC011,PDD030408,2025-02-07,3,1050000
SDV076594,SVC016,PDD030534,2025-02-07,1,20000
SDV076595,SVC017,PDD030535,2025-02-07,3,1500000
SDV076596,SVC024,PDD030541,2025-02-07,3,300000
SDV076597,SVC003,PDD030393,2025-02-07,2,0
SDV076598,SVC012,PDD030389,2025-02-07,2,1000000
SDV076599,SVC002,PDD030582,2025-02-07,3,360000
SDV076600,SVC014,PDD030582,2025-02-07,1,3000000
SDV076601,SVC025,PDD030498,2025-02-07,2,500000
SDV076602,SVC001,PDD030591,2025-02-07,2,600000
SDV076603,SVC011,PDD030594,2025-02-07,2,700000
SDV076604,SVC012,PDD030607,2025-02-07,3,1500000
SDV076605,SVC020,PDD030595,2025-02-07,1,0
SDV076606,SVC023,PDD030607,2025-02-07,2,600000
SDV076607,SVC014,PDD030596,2025-02-07,3,9000000
SDV076608,SVC023,PDD030606,2025-02-07,3,900000
SDV076609,SVC014,PDD030603,2025-02-07,3,9000000
SDV076610,SVC006,PDD030599,2025-02-07,2,600000
SDV076611,SVC004,PDD030601,2025-02-07,2,2400000
SDV076612,SVC007,PDD030594,2025-02-07,3,600000
SDV076613,SVC003,PDD030601,2025-02-07,2,0
SDV076614,SVC020,PDD030609,2025-02-07,2,0
SDV076615,SVC023,PDD030609,2025-02-07,1,300000
SDV076616,SVC012,PDD030601,2025-02-07,1,500000
SDV076617,SVC010,PDD030594,2025-02-07,2,400000
SDV076618,SVC022,PDD030582,2025-02-07,2,0
SDV076619,SVC005,PDD030584,2025-02-07,1,800000
SDV076620,SVC018,PDD030584,2025-02-07,2,4000000
SDV076621,SVC010,PDD030588,2025-02-07,3,600000
SDV076622,SVC012,PDD030588,2025-02-07,2,1000000
SDV076623,SVC023,PDD030584,2025-02-07,3,900000
SDV076624,SVC006,PDD030707,2025-02-08,3,900000
SDV076625,SVC011,PDD030754,2025-02-08,2,700000
SDV076626,SVC005,PDD030408,2025-02-08,3,2400000
SDV076627,SVC004,PDD030707,2025-02-08,3,3600000
SDV076628,SVC021,PDD030480,2025-02-08,3,0
SDV076629,SVC013,PDD030754,2025-02-08,3,450000
SDV076630,SVC001,PDD030754,2025-02-08,3,900000
SDV076631,SVC001,PDD030707,2025-02-08,3,900000
SDV076632,SVC005,PDD030707,2025-02-08,3,2400000
SDV076633,SVC024,PDD030751,2025-02-08,1,100000
SDV076634,SVC012,PDD030777,2025-02-08,3,1500000
SDV076635,SVC014,PDD030751,2025-02-08,2,6000000
SDV076636,SVC014,PDD030751,2025-02-08,3,9000000
SDV076637,SVC019,PDD030468,2025-02-08,3,300000
SDV076638,SVC010,PDD030777,2025-02-08,1,200000
SDV076639,SVC006,PDD030711,2025-02-08,1,300000
SDV076640,SVC019,PDD030464,2025-02-08,3,300000
SDV076641,SVC024,PDD030709,2025-02-08,1,100000
SDV076642,SVC021,PDD030709,2025-02-08,2,0
SDV076643,SVC020,PDD030711,2025-02-08,2,0
SDV076644,SVC022,PDD030464,2025-02-08,2,0
SDV076645,SVC005,PDD030777,2025-02-08,3,2400000
SDV076646,SVC017,PDD030468,2025-02-08,1,500000
SDV076647,SVC007,PDD030763,2025-02-08,1,200000
SDV076648,SVC009,PDD030777,2025-02-08,3,0
SDV076649,SVC009,PDD030782,2025-02-08,3,0
SDV076650,SVC025,PDD030782,2025-02-08,2,500000
SDV076651,SVC014,PDD030694,2025-02-08,3,9000000
SDV076652,SVC007,PDD030694,2025-02-08,1,200000
SDV076653,SVC023,PDD030755,2025-02-08,1,300000
SDV076654,SVC015,PDD030782,2025-02-08,1,0
SDV076655,SVC012,PDD030755,2025-02-08,2,1000000
SDV076656,SVC018,PDD030782,2025-02-08,2,4000000
SDV076657,SVC014,PDD030498,2025-02-08,2,6000000
SDV076658,SVC016,PDD030696,2025-02-08,3,60000
SDV076659,SVC017,PDD030755,2025-02-08,2,1000000
SDV076660,SVC014,PDD030696,2025-02-08,3,9000000
SDV076661,SVC016,PDD030781,2025-02-08,2,40000
SDV076662,SVC018,PDD030755,2025-02-08,3,6000000
SDV076663,SVC006,PDD030777,2025-02-08,3,900000
SDV076664,SVC009,PDD030755,2025-02-08,2,0
SDV076665,SVC018,PDD030781,2025-02-08,1,2000000
SDV076666,SVC023,PDD030780,2025-02-08,1,300000
SDV076667,SVC011,PDD030780,2025-02-08,1,350000
SDV076668,SVC019,PDD030488,2025-02-08,1,100000
SDV076669,SVC023,PDD030701,2025-02-08,1,300000
SDV076670,SVC022,PDD030487,2025-02-08,3,0
SDV076671,SVC006,PDD030487,2025-02-08,3,900000
SDV076672,SVC011,PDD030779,2025-02-08,1,350000
SDV076673,SVC004,PDD030703,2025-02-08,3,3600000
SDV076674,SVC007,PDD030779,2025-02-08,3,600000
SDV076675,SVC023,PDD030705,2025-02-08,1,300000
SDV076676,SVC012,PDD030705,2025-02-08,2,1000000
SDV076677,SVC006,PDD030705,2025-02-08,3,900000
SDV076678,SVC001,PDD030751,2025-02-08,1,300000
SDV076679,SVC024,PDD030697,2025-02-08,1,100000
SDV076680,SVC007,PDD030407,2025-02-08,1,200000
SDV076681,SVC019,PDD030715,2025-02-08,1,100000
SDV076682,SVC017,PDD030405,2025-02-08,1,500000
SDV076683,SVC001,PDD030746,2025-02-08,2,600000
SDV076684,SVC021,PDD030770,2025-02-08,3,0
SDV076685,SVC020,PDD030733,2025-02-08,1,0
SDV076686,SVC001,PDD030733,2025-02-08,1,300000
SDV076687,SVC011,PDD030734,2025-02-08,2,700000
SDV076688,SVC002,PDD030745,2025-02-08,3,360000
SDV076689,SVC023,PDD030734,2025-02-08,1,300000
SDV076690,SVC009,PDD030761,2025-02-08,1,0
SDV076691,SVC014,PDD030734,2025-02-08,3,9000000
SDV076692,SVC004,PDD030743,2025-02-08,3,3600000
SDV076693,SVC013,PDD030734,2025-02-08,3,450000
SDV076694,SVC008,PDD030734,2025-02-08,2,0
SDV076695,SVC004,PDD030735,2025-02-08,3,3600000
SDV076696,SVC008,PDD030770,2025-02-08,2,0
SDV076697,SVC018,PDD030761,2025-02-08,1,2000000
SDV076698,SVC002,PDD030769,2025-02-08,2,240000
SDV076699,SVC002,PDD030769,2025-02-08,1,120000
SDV076700,SVC008,PDD030735,2025-02-08,2,0
SDV076701,SVC002,PDD030768,2025-02-08,1,120000
SDV076702,SVC009,PDD030767,2025-02-08,2,0
SDV076703,SVC022,PDD030766,2025-02-08,3,0
SDV076704,SVC003,PDD030737,2025-02-08,1,0
SDV076705,SVC003,PDD030765,2025-02-08,2,0
SDV076706,SVC004,PDD030765,2025-02-08,3,3600000
SDV076707,SVC005,PDD030761,2025-02-08,2,1600000
SDV076708,SVC025,PDD030765,2025-02-08,1,250000
SDV076709,SVC011,PDD030764,2025-02-08,1,350000
SDV076710,SVC021,PDD030762,2025-02-08,1,0
SDV076711,SVC006,PDD030735,2025-02-08,1,300000
SDV076712,SVC010,PDD030772,2025-02-08,3,600000
SDV076713,SVC008,PDD030772,2025-02-08,2,0
SDV076714,SVC012,PDD030729,2025-02-08,3,1500000
SDV076715,SVC007,PDD030405,2025-02-08,3,600000
SDV076716,SVC019,PDD030714,2025-02-08,2,200000
SDV076717,SVC020,PDD030714,2025-02-08,3,0
SDV076718,SVC022,PDD030714,2025-02-08,3,0
SDV076719,SVC021,PDD030776,2025-02-08,2,0
SDV076720,SVC016,PDD030747,2025-02-08,2,40000
SDV076721,SVC009,PDD030741,2025-02-08,3,0
SDV076722,SVC021,PDD030405,2025-02-08,2,0
SDV076723,SVC021,PDD030747,2025-02-08,1,0
SDV076724,SVC018,PDD030715,2025-02-08,2,4000000
SDV076725,SVC017,PDD030747,2025-02-08,3,1500000
SDV076726,SVC016,PDD030774,2025-02-08,1,20000
SDV076727,SVC017,PDD030393,2025-02-08,2,1000000
SDV076728,SVC023,PDD030719,2025-02-08,2,600000
SDV076729,SVC014,PDD030747,2025-02-08,2,6000000
SDV076730,SVC013,PDD030747,2025-02-08,2,300000
SDV076731,SVC017,PDD030746,2025-02-08,3,1500000
SDV076732,SVC025,PDD030746,2025-02-08,1,250000
SDV076733,SVC017,PDD030746,2025-02-08,1,500000
SDV076734,SVC021,PDD030773,2025-02-08,2,0
SDV076735,SVC023,PDD030724,2025-02-08,2,600000
SDV076736,SVC018,PDD030726,2025-02-08,1,2000000
SDV076737,SVC014,PDD030773,2025-02-08,3,9000000
SDV076738,SVC021,PDD030726,2025-02-08,2,0
SDV076739,SVC018,PDD030726,2025-02-08,2,4000000
SDV076740,SVC025,PDD030726,2025-02-08,2,500000
SDV076741,SVC007,PDD030746,2025-02-08,1,200000
SDV076742,SVC007,PDD030773,2025-02-08,2,400000
SDV076743,SVC014,PDD030773,2025-02-08,2,6000000
SDV076744,SVC025,PDD030757,2025-02-08,3,750000
SDV076745,SVC013,PDD030393,2025-02-08,1,150000
SDV076746,SVC018,PDD030512,2025-02-08,3,6000000
SDV076747,SVC015,PDD030692,2025-02-08,2,0
SDV076748,SVC020,PDD030640,2025-02-08,3,0
SDV076749,SVC002,PDD030640,2025-02-08,3,360000
SDV076750,SVC018,PDD030568,2025-02-08,1,2000000
SDV076751,SVC002,PDD030568,2025-02-08,1,120000
SDV076752,SVC017,PDD030566,2025-02-08,1,500000
SDV076753,SVC025,PDD030643,2025-02-08,2,500000
SDV076754,SVC008,PDD030561,2025-02-08,1,0
SDV076755,SVC008,PDD030559,2025-02-08,2,0
SDV076756,SVC006,PDD030649,2025-02-08,1,300000
SDV076757,SVC002,PDD030649,2025-02-08,1,120000
SDV076758,SVC008,PDD030651,2025-02-08,3,0
SDV076759,SVC019,PDD030692,2025-02-08,3,300000
SDV076760,SVC003,PDD030655,2025-02-08,2,0
SDV076761,SVC016,PDD030660,2025-02-08,2,40000
SDV076762,SVC023,PDD030665,2025-02-08,1,300000
SDV076763,SVC005,PDD030665,2025-02-08,1,800000
SDV076764,SVC004,PDD030666,2025-02-08,3,3600000
SDV076765,SVC023,PDD030666,2025-02-08,1,300000
SDV076766,SVC008,PDD030666,2025-02-08,1,0
SDV076767,SVC013,PDD030637,2025-02-08,1,150000
SDV076768,SVC010,PDD030537,2025-02-08,3,600000
SDV076769,SVC020,PDD030637,2025-02-08,2,0
SDV076770,SVC002,PDD030582,2025-02-08,2,240000
SDV076771,SVC016,PDD030610,2025-02-08,3,60000
