MaDanhGia,MaPhongDuocDat,ThoiGian,DiemDanhGia,NhanXet
DGPDD033104_1,PDD033104,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033148_1,PDD033148,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033055_1,PDD033055,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032748_2,PDD032748,2025-03-15,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033071_1,PDD033071,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033144_1,PDD033144,2025-03-15,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033034_1,PDD033034,2025-03-15,5,Tuyệt vời!
DGPDD032887_1,PDD032887,2025-03-15,5,Dịch vụ hoàn hảo.
DGPDD032907_2,PDD032907,2025-03-15,5,Dịch vụ hoàn hảo.
DGPDD033234_1,PDD033234,2025-03-15,5,Dịch vụ hoàn hảo.
DGPDD033243_1,PDD033243,2025-03-15,2,Không hài lòng lắm.
DGPDD033248_1,PDD033248,2025-03-15,5,Tuyệt vời!
DGPDD033256_1,PDD033256,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033184_1,PDD033184,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032989_1,PDD032989,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033284_1,PDD033284,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032984_1,PDD032984,2025-03-15,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD032982_1,PDD032982,2025-03-15,2,Không hài lòng lắm.
DGPDD032919_2,PDD032919,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032973_2,PDD032973,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032929_1,PDD032929,2025-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD033311_1,PDD033311,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032956_1,PDD032956,2025-03-15,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD032955_1,PDD032955,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032954_2,PDD032954,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032939_1,PDD032939,2025-03-15,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD032953_2,PDD032953,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032941_2,PDD032941,2025-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD032949_1,PDD032949,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033232_1,PDD033232,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032906_2,PDD032906,2025-03-15,1,"Rất tệ, không quay lại."
DGPDD033100_1,PDD033100,2025-03-15,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033025_1,PDD033025,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033205_1,PDD033205,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032903_1,PDD032903,2025-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD033186_1,PDD033186,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033201_1,PDD033201,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033198_1,PDD033198,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033188_1,PDD033188,2025-03-15,5,Dịch vụ hoàn hảo.
DGPDD033011_2,PDD033011,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032905_1,PDD032905,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033007_1,PDD033007,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033005_1,PDD033005,2025-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033004_2,PDD033004,2025-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032895_1,PDD032895,2025-03-15,2,Không hài lòng lắm.
DGPDD033120_1,PDD033120,2025-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033335_1,PDD033335,2025-03-16,5,Tuyệt vời!
DGPDD033386_1,PDD033386,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033397_1,PDD033397,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033122_1,PDD033122,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033226_1,PDD033226,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033405_1,PDD033405,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033184_2,PDD033184,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033111_1,PDD033111,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033176_1,PDD033176,2025-03-16,5,Dịch vụ hoàn hảo.
DGPDD033107_1,PDD033107,2025-03-16,5,Tuyệt vời!
DGPDD033105_1,PDD033105,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033345_1,PDD033345,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033366_1,PDD033366,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033183_1,PDD033183,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033341_1,PDD033341,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033127_1,PDD033127,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033197_1,PDD033197,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033128_1,PDD033128,2025-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033225_1,PDD033225,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033241_1,PDD033241,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033147_1,PDD033147,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033224_1,PDD033224,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033169_1,PDD033169,2025-03-16,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033140_1,PDD033140,2025-03-16,5,Dịch vụ hoàn hảo.
DGPDD033258_1,PDD033258,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033273_1,PDD033273,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033192_1,PDD033192,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033218_2,PDD033218,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033201_2,PDD033201,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033133_1,PDD033133,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033132_2,PDD033132,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033289_1,PDD033289,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033129_2,PDD033129,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033297_1,PDD033297,2025-03-16,1,"Rất tệ, không quay lại."
DGPDD033303_1,PDD033303,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033415_1,PDD033415,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033205_2,PDD033205,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033139_1,PDD033139,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033135_1,PDD033135,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032912_2,PDD032912,2025-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD032969_2,PDD032969,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD032860_2,PDD032860,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033063_1,PDD033063,2025-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033058_1,PDD033058,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032928_2,PDD032928,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033056_1,PDD033056,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033055_2,PDD033055,2025-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD032864_1,PDD032864,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033051_2,PDD033051,2025-03-16,1,Trải nghiệm tồi tệ.
DGPDD032991_1,PDD032991,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD032992_1,PDD032992,2025-03-16,2,Không hài lòng lắm.
DGPDD033064_2,PDD033064,2025-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD032909_1,PDD032909,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032905_2,PDD032905,2025-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD033046_1,PDD033046,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033100_2,PDD033100,2025-03-16,5,Tuyệt vời!
DGPDD033041_1,PDD033041,2025-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033037_1,PDD033037,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033035_2,PDD033035,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033012_1,PDD033012,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033030_2,PDD033030,2025-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD033016_1,PDD033016,2025-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD032893_1,PDD032893,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032895_2,PDD032895,2025-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD032999_1,PDD032999,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033066_1,PDD033066,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033019_1,PDD033019,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD032849_2,PDD032849,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD032858_1,PDD032858,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033072_1,PDD033072,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033075_1,PDD033075,2025-03-16,2,Không hài lòng lắm.
DGPDD032960_1,PDD032960,2025-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD032936_1,PDD032936,2025-03-16,5,Tuyệt vời!
DGPDD033094_1,PDD033094,2025-03-16,5,Tuyệt vời!
DGPDD033079_1,PDD033079,2025-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032957_2,PDD032957,2025-03-16,2,Không hài lòng lắm.
DGPDD032950_1,PDD032950,2025-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD032769_2,PDD032769,2025-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD032964_1,PDD032964,2025-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033233_1,PDD033233,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033328_1,PDD033328,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033336_1,PDD033336,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033006_1,PDD033006,2025-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD033007_2,PDD033007,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033481_1,PDD033481,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033380_1,PDD033380,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033345_2,PDD033345,2025-03-17,5,Dịch vụ hoàn hảo.
DGPDD033212_1,PDD033212,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033202_1,PDD033202,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD032903_2,PDD032903,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033368_1,PDD033368,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032949_2,PDD032949,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033198_2,PDD033198,2025-03-17,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033355_1,PDD033355,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033339_1,PDD033339,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033236_1,PDD033236,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032991_2,PDD032991,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033324_1,PDD033324,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033298_1,PDD033298,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033301_1,PDD033301,2025-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD033302_1,PDD033302,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033419_1,PDD033419,2025-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD033431_1,PDD033431,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033290_1,PDD033290,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032935_1,PDD032935,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033307_1,PDD033307,2025-03-17,5,Tuyệt vời!
DGPDD033285_1,PDD033285,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033195_1,PDD033195,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033439_1,PDD033439,2025-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD033413_1,PDD033413,2025-03-17,5,Tuyệt vời!
DGPDD033279_1,PDD033279,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD032990_1,PDD032990,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033312_1,PDD033312,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033268_1,PDD033268,2025-03-17,5,Tuyệt vời!
DGPDD033465_1,PDD033465,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033259_1,PDD033259,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033255_1,PDD033255,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033253_1,PDD033253,2025-03-17,5,Dịch vụ hoàn hảo.
DGPDD033246_1,PDD033246,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD032992_2,PDD032992,2025-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD033102_1,PDD033102,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033003_1,PDD033003,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033145_1,PDD033145,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033105_2,PDD033105,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032864_2,PDD032864,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033049_1,PDD033049,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033050_1,PDD033050,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033159_1,PDD033159,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033158_1,PDD033158,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033106_1,PDD033106,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033156_1,PDD033156,2025-03-17,1,Trải nghiệm tồi tệ.
DGPDD033116_1,PDD033116,2025-03-17,5,Dịch vụ hoàn hảo.
DGPDD033154_1,PDD033154,2025-03-17,2,Không hài lòng lắm.
DGPDD033096_1,PDD033096,2025-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033166_1,PDD033166,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033053_1,PDD033053,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033094_2,PDD033094,2025-03-17,5,Tuyệt vời!
DGPDD033057_1,PDD033057,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033059_1,PDD033059,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033109_2,PDD033109,2025-03-17,5,Tuyệt vời!
DGPDD033060_1,PDD033060,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033130_2,PDD033130,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033071_2,PDD033071,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033075_2,PDD033075,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032809_2,PDD032809,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033112_1,PDD033112,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033079_2,PDD033079,2025-03-17,1,"Rất tệ, không quay lại."
DGPDD033191_1,PDD033191,2025-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033168_1,PDD033168,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033155_2,PDD033155,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033185_1,PDD033185,2025-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033099_2,PDD033099,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033026_1,PDD033026,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD032879_2,PDD032879,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033183_2,PDD033183,2025-03-17,5,Dịch vụ hoàn hảo.
DGPDD033043_2,PDD033043,2025-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033577_1,PDD033577,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033290_2,PDD033290,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033142_1,PDD033142,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033337_1,PDD033337,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033303_2,PDD033303,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033013_1,PDD033013,2025-03-18,5,Tuyệt vời!
DGPDD033135_2,PDD033135,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033134_1,PDD033134,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033298_2,PDD033298,2025-03-18,5,"Rất hài lòng, sẽ quay lại."
DGPDD033288_1,PDD033288,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033537_1,PDD033537,2025-03-18,5,Tuyệt vời!
DGPDD033189_1,PDD033189,2025-03-18,5,Tuyệt vời!
DGPDD033287_1,PDD033287,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033352_1,PDD033352,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033306_1,PDD033306,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033438_1,PDD033438,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033392_1,PDD033392,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033324_2,PDD033324,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033091_1,PDD033091,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033393_1,PDD033393,2025-03-18,5,Tuyệt vời!
DGPDD033320_1,PDD033320,2025-03-18,5,Tuyệt vời!
DGPDD033388_1,PDD033388,2025-03-18,5,Dịch vụ hoàn hảo.
DGPDD033416_1,PDD033416,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033319_1,PDD033319,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033195_2,PDD033195,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033124_1,PDD033124,2025-03-18,5,"Rất hài lòng, sẽ quay lại."
DGPDD033018_1,PDD033018,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033410_1,PDD033410,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033126_1,PDD033126,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD032964_2,PDD032964,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032935_2,PDD032935,2025-03-18,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033046_2,PDD033046,2025-03-18,2,Không hài lòng lắm.
DGPDD033206_1,PDD033206,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD032936_2,PDD032936,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033156_2,PDD033156,2025-03-18,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033540_1,PDD033540,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033009_1,PDD033009,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033560_1,PDD033560,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033223_1,PDD033223,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033470_1,PDD033470,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033572_1,PDD033572,2025-03-18,5,"Rất hài lòng, sẽ quay lại."
DGPDD033245_1,PDD033245,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033239_1,PDD033239,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033047_1,PDD033047,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033225_2,PDD033225,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033227_1,PDD033227,2025-03-18,5,Tuyệt vời!
DGPDD033168_2,PDD033168,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033231_1,PDD033231,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033037_2,PDD033037,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033012_2,PDD033012,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033347_1,PDD033347,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033391_1,PDD033391,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033026_2,PDD033026,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033493_1,PDD033493,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033458_1,PDD033458,2025-03-18,5,Tuyệt vời!
DGPDD033439_2,PDD033439,2025-03-18,5,Dịch vụ hoàn hảo.
DGPDD033270_1,PDD033270,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033382_1,PDD033382,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033343_1,PDD033343,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033455_1,PDD033455,2025-03-18,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033448_1,PDD033448,2025-03-18,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033467_1,PDD033467,2025-03-18,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033503_1,PDD033503,2025-03-18,5,"Rất hài lòng, sẽ quay lại."
DGPDD033442_1,PDD033442,2025-03-18,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033209_1,PDD033209,2025-03-18,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033389_1,PDD033389,2025-03-19,5,Dịch vụ hoàn hảo.
DGPDD033372_1,PDD033372,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033364_1,PDD033364,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033361_1,PDD033361,2025-03-19,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033370_1,PDD033370,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033613_1,PDD033613,2025-03-19,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033382_2,PDD033382,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD033368_2,PDD033368,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033387_1,PDD033387,2025-03-19,5,Dịch vụ hoàn hảo.
DGPDD033506_1,PDD033506,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033394_1,PDD033394,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033509_1,PDD033509,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033505_1,PDD033505,2025-03-19,2,Không hài lòng lắm.
DGPDD033503_2,PDD033503,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033588_1,PDD033588,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD033478_1,PDD033478,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033477_1,PDD033477,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033471_1,PDD033471,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD033469_1,PDD033469,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD033468_1,PDD033468,2025-03-19,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033467_2,PDD033467,2025-03-19,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033591_1,PDD033591,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033465_2,PDD033465,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033443_1,PDD033443,2025-03-19,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033440_1,PDD033440,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033585_1,PDD033585,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
