MaPhong,MaKhachSan,LoaiPhong,GiaNiemYet,TrangThai
HNO003_R013,HNO003,Deluxe Room,1800000,Trống
HNO003_R014,HNO003,Deluxe Room,1800000,Đang sử dụng
HNO003_R015,HNO003,Deluxe Room,1800000,Đang sử dụng
HNO003_R016,HNO003,Deluxe Room,1800000,Trống
HNO003_R017,HNO003,Deluxe Room,1800000,Trống
HNO003_R018,HNO003,Deluxe Room,1800000,Đang dọn
HNO003_R019,HNO003,Superior Room,1500000,Đang sử dụng
HNO003_R020,HNO003,Superior Room,1500000,Đang sử dụng
HNO003_R021,HNO003,Superior Room,1500000,Đang sử dụng
HNO003_R022,HNO003,Superior Room,1500000,Đang sử dụng
HNO003_R023,HNO003,Executive Room,2400000,Đang dọn
HNO003_R024,HNO003,Executive Room,2400000,Đang sử dụng
HNO003_R025,HNO003,Junior Suite,2800000,Trống
HNO003_R026,HNO003,Junior Suite,2800000,Trống
HNO003_R027,HNO003,Suite,3500000,Đang dọn
HNO003_R028,HNO003,Suite,3500000,Trống
HNO003_R029,HNO003,Family Room,2200000,Đang sử dụng
HNO003_R030,HNO003,Family Room,2200000,Đang sử dụng
HNO003_R031,HNO003,Family Room,2200000,Đang dọn
HNO003_R032,HNO003,Connecting Room,2000000,Đang dọn
HNO003_R033,HNO003,Connecting Room,2000000,Trống
HNO003_R034,HNO003,Twin Room,1700000,Đang dọn
HNO003_R035,HNO003,Double Room,1700000,Trống
HNO003_R036,HNO003,Double Room,1700000,Đang sử dụng
HNO003_R037,HNO003,Single Room,1000000,Trống
HNO003_R038,HNO003,Studio Room,1300000,Đang sử dụng
HNO003_R039,HNO003,Accessible Room,1100000,Đang dọn
HNO004_R001,HNO004,Standard Room,1200000,Đang sử dụng
HNO004_R002,HNO004,Standard Room,1200000,Trống
HNO004_R003,HNO004,Standard Room,1200000,Đang sử dụng
HNO004_R004,HNO004,Deluxe Room,1800000,Đang dọn
HNO004_R005,HNO004,Deluxe Room,1800000,Trống
HNO004_R006,HNO004,Superior Room,1500000,Đang sử dụng
HNO004_R007,HNO004,Executive Room,2400000,Đang sử dụng
HNO004_R008,HNO004,Junior Suite,2800000,Đang sử dụng
HNO004_R009,HNO004,Suite,3500000,Đang sử dụng
HNO004_R010,HNO004,Family Room,2200000,Đang dọn
HNO004_R011,HNO004,Connecting Room,2000000,Đang sử dụng
HNO004_R012,HNO004,Double Room,1700000,Đang sử dụng
HNO005_R001,HNO005,Standard Room,1200000,Đang dọn
HNO005_R002,HNO005,Standard Room,1200000,Trống
HNO005_R003,HNO005,Standard Room,1200000,Trống
HNO005_R004,HNO005,Standard Room,1200000,Đang sử dụng
HNO005_R005,HNO005,Standard Room,1200000,Đang sử dụng
HNO005_R006,HNO005,Standard Room,1200000,Đang dọn
HNO005_R007,HNO005,Standard Room,1200000,Đang dọn
HNO005_R008,HNO005,Deluxe Room,1800000,Đang dọn
HNO005_R009,HNO005,Deluxe Room,1800000,Đang sử dụng
HNO005_R010,HNO005,Deluxe Room,1800000,Đang dọn
HNO005_R011,HNO005,Deluxe Room,1800000,Đang sử dụng
HNO005_R012,HNO005,Deluxe Room,1800000,Trống
HNO005_R013,HNO005,Superior Room,1500000,Trống
HNO005_R014,HNO005,Superior Room,1500000,Đang sử dụng
HNO005_R015,HNO005,Superior Room,1500000,Đang sử dụng
HNO005_R016,HNO005,Executive Room,2400000,Đang sử dụng
HNO005_R017,HNO005,Junior Suite,2800000,Trống
HNO005_R018,HNO005,Suite,3500000,Đang sử dụng
HNO005_R019,HNO005,Family Room,2200000,Đang sử dụng
HNO005_R020,HNO005,Family Room,2200000,Đang sử dụng
HNO005_R021,HNO005,Connecting Room,2000000,Đang sử dụng
HNO005_R022,HNO005,Twin Room,1700000,Đang dọn
HNO005_R023,HNO005,Double Room,1700000,Đang dọn
HTH001_R001,HTH001,Standard Room,1200000,Đang sử dụng
HTH001_R002,HTH001,Standard Room,1200000,Đang sử dụng
HTH001_R003,HTH001,Standard Room,1200000,Đang dọn
HTH001_R004,HTH001,Standard Room,1200000,Đang dọn
HTH001_R005,HTH001,Standard Room,1200000,Đang dọn
HTH001_R006,HTH001,Standard Room,1200000,Đang sử dụng
HTH001_R007,HTH001,Standard Room,1200000,Đang dọn
HTH001_R008,HTH001,Standard Room,1200000,Đang dọn
HTH001_R009,HTH001,Standard Room,1200000,Đang sử dụng
HTH001_R010,HTH001,Deluxe Room,1800000,Đang dọn
HTH001_R011,HTH001,Deluxe Room,1800000,Đang sử dụng
HTH001_R012,HTH001,Deluxe Room,1800000,Trống
HTH001_R013,HTH001,Deluxe Room,1800000,Trống
HTH001_R014,HTH001,Deluxe Room,1800000,Đang dọn
HTH001_R015,HTH001,Deluxe Room,1800000,Đang dọn
HTH001_R016,HTH001,Superior Room,1500000,Đang sử dụng
HTH001_R017,HTH001,Superior Room,1500000,Đang dọn
HTH001_R018,HTH001,Superior Room,1500000,Trống
HTH001_R019,HTH001,Superior Room,1500000,Đang sử dụng
HTH001_R020,HTH001,Executive Room,2400000,Trống
HTH001_R021,HTH001,Executive Room,2400000,Trống
HTH001_R022,HTH001,Junior Suite,2800000,Đang sử dụng
HTH001_R023,HTH001,Junior Suite,2800000,Trống
HTH001_R024,HTH001,Suite,3500000,Đang dọn
HTH001_R025,HTH001,Suite,3500000,Đang sử dụng
HTH001_R026,HTH001,Family Room,2200000,Đang dọn
HTH001_R027,HTH001,Family Room,2200000,Trống
HTH001_R028,HTH001,Connecting Room,2000000,Trống
HTH001_R029,HTH001,Connecting Room,2000000,Trống
HTH001_R030,HTH001,Twin Room,1700000,Trống
HTH001_R031,HTH001,Double Room,1700000,Trống
HTH001_R032,HTH001,Double Room,1700000,Đang sử dụng
HTH001_R033,HTH001,Single Room,1000000,Trống
HTH001_R034,HTH001,Studio Room,1300000,Đang dọn
HTH001_R035,HTH001,Accessible Room,1100000,Đang dọn
HTH002_R001,HTH002,Standard Room,1200000,Đang sử dụng
HTH002_R002,HTH002,Standard Room,1200000,Đang dọn
HTH002_R003,HTH002,Standard Room,1200000,Đang sử dụng
HTH002_R004,HTH002,Deluxe Room,1800000,Đang dọn
HTH002_R005,HTH002,Deluxe Room,1800000,Đang sử dụng
HTH002_R006,HTH002,Superior Room,1500000,Đang sử dụng
HTH002_R007,HTH002,Executive Room,2400000,Đang dọn
HTH002_R008,HTH002,Junior Suite,2800000,Trống
HTH002_R009,HTH002,Suite,3500000,Trống
HTH002_R010,HTH002,Family Room,2200000,Đang dọn
HTH002_R011,HTH002,Connecting Room,2000000,Đang dọn
HTH002_R012,HTH002,Double Room,1700000,Đang sử dụng
HDG001_R001,HDG001,Standard Room,1200000,Trống
HDG001_R002,HDG001,Standard Room,1200000,Đang dọn
HDG001_R003,HDG001,Standard Room,1200000,Đang dọn
HDG001_R004,HDG001,Deluxe Room,1800000,Trống
HDG001_R005,HDG001,Deluxe Room,1800000,Đang sử dụng
HDG001_R006,HDG001,Superior Room,1500000,Đang sử dụng
HDG001_R007,HDG001,Executive Room,2400000,Đang sử dụng
HDG001_R008,HDG001,Junior Suite,2800000,Đang sử dụng
HDG001_R009,HDG001,Suite,3500000,Trống
HDG001_R010,HDG001,Family Room,2200000,Trống
HDG001_R011,HDG001,Connecting Room,2000000,Đang sử dụng
HDG001_R012,HDG001,Double Room,1700000,Đang dọn
HDG002_R001,HDG002,Standard Room,1200000,Đang dọn
HDG002_R002,HDG002,Standard Room,1200000,Trống
HDG002_R003,HDG002,Standard Room,1200000,Đang dọn
HDG002_R004,HDG002,Deluxe Room,1800000,Đang sử dụng
HDG002_R005,HDG002,Deluxe Room,1800000,Đang sử dụng
HDG002_R006,HDG002,Superior Room,1500000,Trống
HDG002_R007,HDG002,Executive Room,2400000,Đang dọn
HDG002_R008,HDG002,Junior Suite,2800000,Đang sử dụng
HDG002_R009,HDG002,Suite,3500000,Trống
HDG002_R010,HDG002,Family Room,2200000,Trống
HDG002_R011,HDG002,Connecting Room,2000000,Đang dọn
HDG002_R012,HDG002,Double Room,1700000,Đang dọn
HPG001_R001,HPG001,Standard Room,1200000,Đang dọn
HPG001_R002,HPG001,Standard Room,1200000,Đang dọn
HPG001_R003,HPG001,Standard Room,1200000,Đang dọn
HPG001_R004,HPG001,Standard Room,1200000,Đang dọn
HPG001_R005,HPG001,Standard Room,1200000,Đang dọn
HPG001_R006,HPG001,Standard Room,1200000,Trống
HPG001_R007,HPG001,Standard Room,1200000,Trống
HPG001_R008,HPG001,Standard Room,1200000,Trống
HPG001_R009,HPG001,Standard Room,1200000,Đang sử dụng
HPG001_R010,HPG001,Standard Room,1200000,Trống
HPG001_R011,HPG001,Deluxe Room,1800000,Đang dọn
HPG001_R012,HPG001,Deluxe Room,1800000,Trống
HPG001_R013,HPG001,Deluxe Room,1800000,Đang dọn
HPG001_R014,HPG001,Deluxe Room,1800000,Đang sử dụng
HPG001_R015,HPG001,Deluxe Room,1800000,Đang dọn
HPG001_R016,HPG001,Deluxe Room,1800000,Trống
HPG001_R017,HPG001,Deluxe Room,1800000,Đang dọn
HPG001_R018,HPG001,Superior Room,1500000,Đang dọn
HPG001_R019,HPG001,Superior Room,1500000,Trống
HPG001_R020,HPG001,Superior Room,1500000,Trống
HPG001_R021,HPG001,Superior Room,1500000,Trống
HPG001_R022,HPG001,Executive Room,2400000,Trống
HPG001_R023,HPG001,Executive Room,2400000,Đang dọn
HPG001_R024,HPG001,Junior Suite,2800000,Đang dọn
HPG001_R025,HPG001,Junior Suite,2800000,Trống
HPG001_R026,HPG001,Suite,3500000,Đang dọn
HPG001_R027,HPG001,Suite,3500000,Đang sử dụng
HPG001_R028,HPG001,Family Room,2200000,Trống
HPG001_R029,HPG001,Family Room,2200000,Đang dọn
HPG001_R030,HPG001,Connecting Room,2000000,Đang sử dụng
HPG001_R031,HPG001,Connecting Room,2000000,Đang dọn
HPG001_R032,HPG001,Twin Room,1700000,Đang sử dụng
HPG001_R033,HPG001,Double Room,1700000,Trống
HPG001_R034,HPG001,Double Room,1700000,Trống
HPG001_R035,HPG001,Single Room,1000000,Trống
HPG001_R036,HPG001,Studio Room,1300000,Đang sử dụng
HPG001_R037,HPG001,Accessible Room,1100000,Trống
HPG002_R001,HPG002,Standard Room,1200000,Đang sử dụng
HPG002_R002,HPG002,Standard Room,1200000,Trống
HPG002_R003,HPG002,Standard Room,1200000,Trống
HPG002_R004,HPG002,Standard Room,1200000,Đang dọn
HPG002_R005,HPG002,Standard Room,1200000,Trống
HPG002_R006,HPG002,Standard Room,1200000,Đang sử dụng
HPG002_R007,HPG002,Standard Room,1200000,Trống
HPG002_R008,HPG002,Standard Room,1200000,Trống
HPG002_R009,HPG002,Standard Room,1200000,Trống
HPG002_R010,HPG002,Standard Room,1200000,Trống
HPG002_R011,HPG002,Standard Room,1200000,Đang sử dụng
HPG002_R012,HPG002,Deluxe Room,1800000,Đang sử dụng
HPG002_R013,HPG002,Deluxe Room,1800000,Đang dọn
HPG002_R014,HPG002,Deluxe Room,1800000,Đang dọn
HPG002_R015,HPG002,Deluxe Room,1800000,Trống
HPG002_R016,HPG002,Deluxe Room,1800000,Đang dọn
HPG002_R017,HPG002,Deluxe Room,1800000,Đang dọn
HPG002_R018,HPG002,Deluxe Room,1800000,Đang dọn
HPG002_R019,HPG002,Deluxe Room,1800000,Trống
HPG002_R020,HPG002,Superior Room,1500000,Đang dọn
HPG002_R021,HPG002,Superior Room,1500000,Đang sử dụng
HPG002_R022,HPG002,Superior Room,1500000,Đang dọn
HPG002_R023,HPG002,Superior Room,1500000,Trống
HPG002_R024,HPG002,Superior Room,1500000,Trống
HPG002_R025,HPG002,Executive Room,2400000,Đang dọn
HPG002_R026,HPG002,Executive Room,2400000,Trống
HPG002_R027,HPG002,Junior Suite,2800000,Trống
HPG002_R028,HPG002,Junior Suite,2800000,Trống
HPG002_R029,HPG002,Suite,3500000,Đang sử dụng
HPG002_R030,HPG002,Suite,3500000,Đang dọn
HPG002_R031,HPG002,Family Room,2200000,Trống
HPG002_R032,HPG002,Family Room,2200000,Trống
HPG002_R033,HPG002,Family Room,2200000,Trống
HPG002_R034,HPG002,Connecting Room,2000000,Đang dọn
HPG002_R035,HPG002,Connecting Room,2000000,Trống
HPG002_R036,HPG002,Twin Room,1700000,Trống
HPG002_R037,HPG002,Twin Room,1700000,Đang sử dụng
HPG002_R038,HPG002,Double Room,1700000,Đang sử dụng
HPG002_R039,HPG002,Double Room,1700000,Trống
HPG002_R040,HPG002,Single Room,1000000,Đang sử dụng
HPG002_R041,HPG002,Studio Room,1300000,Trống
HPG002_R042,HPG002,Accessible Room,1100000,Trống
HUG001_R001,HUG001,Standard Room,1200000,Trống
HUG001_R002,HUG001,Standard Room,1200000,Đang sử dụng
HUG001_R003,HUG001,Standard Room,1200000,Trống
HUG001_R004,HUG001,Standard Room,1200000,Đang dọn
HUG001_R005,HUG001,Standard Room,1200000,Trống
HUG001_R006,HUG001,Standard Room,1200000,Trống
HUG001_R007,HUG001,Standard Room,1200000,Trống
HUG001_R008,HUG001,Standard Room,1200000,Đang sử dụng
HUG001_R009,HUG001,Deluxe Room,1800000,Trống
HUG001_R010,HUG001,Deluxe Room,1800000,Trống
HUG001_R011,HUG001,Deluxe Room,1800000,Trống
HUG001_R012,HUG001,Deluxe Room,1800000,Đang sử dụng
HUG001_R013,HUG001,Deluxe Room,1800000,Đang dọn
HUG001_R014,HUG001,Superior Room,1500000,Trống
HUG001_R015,HUG001,Superior Room,1500000,Trống
HUG001_R016,HUG001,Superior Room,1500000,Trống
HUG001_R017,HUG001,Executive Room,2400000,Đang sử dụng
HUG001_R018,HUG001,Junior Suite,2800000,Trống
HUG001_R019,HUG001,Suite,3500000,Đang dọn
HUG001_R020,HUG001,Family Room,2200000,Đang sử dụng
HUG001_R021,HUG001,Family Room,2200000,Đang sử dụng
HUG001_R022,HUG001,Connecting Room,2000000,Đang sử dụng
HUG001_R023,HUG001,Twin Room,1700000,Trống
HUG001_R024,HUG001,Double Room,1700000,Đang dọn
HUG001_R025,HUG001,Single Room,1000000,Đang dọn
HUG001_R026,HUG001,Studio Room,1300000,Đang sử dụng
HUG001_R027,HUG001,Accessible Room,1100000,Đang sử dụng
HUG002_R001,HUG002,Standard Room,1200000,Đang sử dụng
HUG002_R002,HUG002,Standard Room,1200000,Đang dọn
HUG002_R003,HUG002,Standard Room,1200000,Đang dọn
HUG002_R004,HUG002,Deluxe Room,1800000,Đang dọn
HUG002_R005,HUG002,Deluxe Room,1800000,Đang sử dụng
HUG002_R006,HUG002,Superior Room,1500000,Đang dọn
HUG002_R007,HUG002,Family Room,2200000,Trống
HBI001_R001,HBI001,Standard Room,1200000,Đang dọn
HBI001_R002,HBI001,Standard Room,1200000,Trống
HBI001_R003,HBI001,Standard Room,1200000,Đang dọn
HBI001_R004,HBI001,Standard Room,1200000,Đang sử dụng
HBI001_R005,HBI001,Standard Room,1200000,Đang sử dụng
HBI001_R006,HBI001,Deluxe Room,1800000,Trống
HBI001_R007,HBI001,Deluxe Room,1800000,Đang dọn
HBI001_R008,HBI001,Deluxe Room,1800000,Đang dọn
HBI001_R009,HBI001,Superior Room,1500000,Đang sử dụng
HBI001_R010,HBI001,Superior Room,1500000,Đang dọn
HBI001_R011,HBI001,Executive Room,2400000,Đang dọn
HBI001_R012,HBI001,Junior Suite,2800000,Đang sử dụng
HBI001_R013,HBI001,Suite,3500000,Trống
HBI001_R014,HBI001,Family Room,2200000,Đang dọn
HBI001_R015,HBI001,Connecting Room,2000000,Trống
HBI001_R016,HBI001,Twin Room,1700000,Đang dọn
HBI001_R017,HBI001,Double Room,1700000,Đang sử dụng
HBI002_R001,HBI002,Standard Room,1200000,Đang sử dụng
HBI002_R002,HBI002,Standard Room,1200000,Trống
HBI002_R003,HBI002,Standard Room,1200000,Đang sử dụng
HBI002_R004,HBI002,Standard Room,1200000,Đang dọn
HBI002_R005,HBI002,Standard Room,1200000,Đang sử dụng
HBI002_R006,HBI002,Standard Room,1200000,Đang sử dụng
HBI002_R007,HBI002,Standard Room,1200000,Đang sử dụng
HBI002_R008,HBI002,Standard Room,1200000,Trống
HBI002_R009,HBI002,Deluxe Room,1800000,Đang sử dụng
HBI002_R010,HBI002,Deluxe Room,1800000,Đang sử dụng
HBI002_R011,HBI002,Deluxe Room,1800000,Đang dọn
HBI002_R012,HBI002,Deluxe Room,1800000,Đang sử dụng
HBI002_R013,HBI002,Deluxe Room,1800000,Đang sử dụng
HBI002_R014,HBI002,Superior Room,1500000,Trống
HBI002_R015,HBI002,Superior Room,1500000,Đang sử dụng
HBI002_R016,HBI002,Superior Room,1500000,Đang sử dụng
HBI002_R017,HBI002,Executive Room,2400000,Đang sử dụng
HBI002_R018,HBI002,Junior Suite,2800000,Đang sử dụng
HBI002_R019,HBI002,Suite,3500000,Đang sử dụng
HBI002_R020,HBI002,Family Room,2200000,Đang sử dụng
HBI002_R021,HBI002,Family Room,2200000,Đang dọn
HBI002_R022,HBI002,Connecting Room,2000000,Đang dọn
HBI002_R023,HBI002,Twin Room,1700000,Đang sử dụng
HBI002_R024,HBI002,Double Room,1700000,Đang dọn
HBI002_R025,HBI002,Single Room,1000000,Đang dọn
HBI002_R026,HBI002,Studio Room,1300000,Đang dọn
HBI002_R027,HBI002,Accessible Room,1100000,Đang dọn
HYN001_R001,HYN001,Standard Room,1200000,Đang dọn
HYN001_R002,HYN001,Standard Room,1200000,Trống
HYN001_R003,HYN001,Standard Room,1200000,Trống
HYN001_R004,HYN001,Standard Room,1200000,Đang sử dụng
HYN001_R005,HYN001,Standard Room,1200000,Đang dọn
HYN001_R006,HYN001,Standard Room,1200000,Trống
HYN001_R007,HYN001,Standard Room,1200000,Đang sử dụng
HYN001_R008,HYN001,Standard Room,1200000,Đang sử dụng
HYN001_R009,HYN001,Deluxe Room,1800000,Đang sử dụng
HYN001_R010,HYN001,Deluxe Room,1800000,Đang dọn
HYN001_R011,HYN001,Deluxe Room,1800000,Đang sử dụng
HYN001_R012,HYN001,Deluxe Room,1800000,Trống
HYN001_R013,HYN001,Deluxe Room,1800000,Trống
HYN001_R014,HYN001,Superior Room,1500000,Đang dọn
HYN001_R015,HYN001,Superior Room,1500000,Đang dọn
HYN001_R016,HYN001,Superior Room,1500000,Đang sử dụng
HYN001_R017,HYN001,Executive Room,2400000,Trống
HYN001_R018,HYN001,Junior Suite,2800000,Đang dọn
HYN001_R019,HYN001,Suite,3500000,Trống
HYN001_R020,HYN001,Family Room,2200000,Trống
HYN001_R021,HYN001,Family Room,2200000,Đang sử dụng
HYN001_R022,HYN001,Connecting Room,2000000,Đang dọn
HYN001_R023,HYN001,Twin Room,1700000,Trống
HYN001_R024,HYN001,Double Room,1700000,Đang dọn
HYN001_R025,HYN001,Single Room,1000000,Trống
HYN001_R026,HYN001,Studio Room,1300000,Trống
HYN001_R027,HYN001,Accessible Room,1100000,Trống
HYN002_R001,HYN002,Standard Room,1200000,Trống
HYN002_R002,HYN002,Standard Room,1200000,Đang sử dụng
HYN002_R003,HYN002,Standard Room,1200000,Đang sử dụng
HYN002_R004,HYN002,Standard Room,1200000,Đang dọn
HYN002_R005,HYN002,Deluxe Room,1800000,Trống
HYN002_R006,HYN002,Deluxe Room,1800000,Trống
HYN002_R007,HYN002,Superior Room,1500000,Đang sử dụng
HYN002_R008,HYN002,Executive Room,2400000,Trống
HYN002_R009,HYN002,Junior Suite,2800000,Đang dọn
HYN002_R010,HYN002,Suite,3500000,Trống
HYN002_R011,HYN002,Family Room,2200000,Đang sử dụng
HYN002_R012,HYN002,Connecting Room,2000000,Đang sử dụng
HYN002_R013,HYN002,Double Room,1700000,Đang sử dụng
KHA001_R001,KHA001,Standard Room,1200000,Trống
KHA001_R002,KHA001,Standard Room,1200000,Đang dọn
KHA001_R003,KHA001,Standard Room,1200000,Trống
KHA001_R004,KHA001,Standard Room,1200000,Trống
KHA001_R005,KHA001,Standard Room,1200000,Đang dọn
KHA001_R006,KHA001,Standard Room,1200000,Trống
KHA001_R007,KHA001,Standard Room,1200000,Đang dọn
KHA001_R008,KHA001,Standard Room,1200000,Đang dọn
KHA001_R009,KHA001,Standard Room,1200000,Đang dọn
KHA001_R010,KHA001,Deluxe Room,1800000,Đang sử dụng
KHA001_R011,KHA001,Deluxe Room,1800000,Đang sử dụng
KHA001_R012,KHA001,Deluxe Room,1800000,Đang dọn
KHA001_R013,KHA001,Deluxe Room,1800000,Đang sử dụng
KHA001_R014,KHA001,Deluxe Room,1800000,Đang sử dụng
KHA001_R015,KHA001,Deluxe Room,1800000,Đang dọn
KHA001_R016,KHA001,Superior Room,1500000,Đang sử dụng
KHA001_R017,KHA001,Superior Room,1500000,Đang dọn
KHA001_R018,KHA001,Superior Room,1500000,Đang sử dụng
KHA001_R019,KHA001,Superior Room,1500000,Trống
KHA001_R020,KHA001,Executive Room,2400000,Đang dọn
KHA001_R021,KHA001,Junior Suite,2800000,Đang sử dụng
KHA001_R022,KHA001,Suite,3500000,Trống
KHA001_R023,KHA001,Family Room,2200000,Trống
KHA001_R024,KHA001,Family Room,2200000,Đang dọn
KHA001_R025,KHA001,Connecting Room,2000000,Trống
KHA001_R026,KHA001,Twin Room,1700000,Trống
KHA001_R027,KHA001,Double Room,1700000,Đang sử dụng
KHA001_R028,KHA001,Single Room,1000000,Đang dọn
KHA001_R029,KHA001,Studio Room,1300000,Đang dọn
KHA001_R030,KHA001,Accessible Room,1100000,Đang sử dụng
KHA002_R001,KHA002,Standard Room,1200000,Đang sử dụng
KHA002_R002,KHA002,Standard Room,1200000,Đang dọn
KHA002_R003,KHA002,Standard Room,1200000,Đang dọn
KHA002_R004,KHA002,Standard Room,1200000,Đang dọn
KHA002_R005,KHA002,Standard Room,1200000,Trống
KHA002_R006,KHA002,Standard Room,1200000,Đang sử dụng
KHA002_R007,KHA002,Deluxe Room,1800000,Đang sử dụng
KHA002_R008,KHA002,Deluxe Room,1800000,Đang sử dụng
KHA002_R009,KHA002,Deluxe Room,1800000,Đang dọn
KHA002_R010,KHA002,Deluxe Room,1800000,Đang dọn
KHA002_R011,KHA002,Superior Room,1500000,Trống
KHA002_R012,KHA002,Superior Room,1500000,Đang dọn
KHA002_R013,KHA002,Executive Room,2400000,Đang dọn
KHA002_R014,KHA002,Junior Suite,2800000,Đang dọn
KHA002_R015,KHA002,Suite,3500000,Đang sử dụng
KHA002_R016,KHA002,Family Room,2200000,Đang sử dụng
KHA002_R017,KHA002,Connecting Room,2000000,Trống
KHA002_R018,KHA002,Twin Room,1700000,Trống
KHA002_R019,KHA002,Double Room,1700000,Đang sử dụng
KGI001_R001,KGI001,Standard Room,1200000,Trống
KGI001_R002,KGI001,Standard Room,1200000,Đang dọn
KGI001_R003,KGI001,Standard Room,1200000,Đang dọn
KGI001_R004,KGI001,Standard Room,1200000,Trống
KGI001_R005,KGI001,Standard Room,1200000,Trống
KGI001_R006,KGI001,Standard Room,1200000,Trống
KGI001_R007,KGI001,Standard Room,1200000,Đang dọn
KGI001_R008,KGI001,Deluxe Room,1800000,Đang sử dụng
KGI001_R009,KGI001,Deluxe Room,1800000,Trống
KGI001_R010,KGI001,Deluxe Room,1800000,Đang dọn
KGI001_R011,KGI001,Deluxe Room,1800000,Đang dọn
KGI001_R012,KGI001,Superior Room,1500000,Trống
KGI001_R013,KGI001,Superior Room,1500000,Đang sử dụng
KGI001_R014,KGI001,Superior Room,1500000,Đang dọn
KGI001_R015,KGI001,Executive Room,2400000,Trống
KGI001_R016,KGI001,Junior Suite,2800000,Trống
KGI001_R017,KGI001,Suite,3500000,Đang dọn
KGI001_R018,KGI001,Family Room,2200000,Trống
KGI001_R019,KGI001,Family Room,2200000,Đang sử dụng
KGI001_R020,KGI001,Connecting Room,2000000,Đang dọn
KGI001_R021,KGI001,Twin Room,1700000,Trống
KGI001_R022,KGI001,Double Room,1700000,Đang dọn
KGI002_R001,KGI002,Standard Room,1200000,Trống
KGI002_R002,KGI002,Standard Room,1200000,Đang sử dụng
KGI002_R003,KGI002,Standard Room,1200000,Đang dọn
KGI002_R004,KGI002,Standard Room,1200000,Đang sử dụng
KGI002_R005,KGI002,Standard Room,1200000,Đang dọn
KGI002_R006,KGI002,Standard Room,1200000,Trống
KGI002_R007,KGI002,Standard Room,1200000,Đang dọn
KGI002_R008,KGI002,Standard Room,1200000,Đang dọn
KGI002_R009,KGI002,Standard Room,1200000,Đang dọn
KGI002_R010,KGI002,Standard Room,1200000,Đang dọn
KGI002_R011,KGI002,Deluxe Room,1800000,Đang sử dụng
KGI002_R012,KGI002,Deluxe Room,1800000,Đang sử dụng
KGI002_R013,KGI002,Deluxe Room,1800000,Đang sử dụng
KGI002_R014,KGI002,Deluxe Room,1800000,Đang sử dụng
KGI002_R015,KGI002,Deluxe Room,1800000,Đang sử dụng
KGI002_R016,KGI002,Deluxe Room,1800000,Đang dọn
KGI002_R017,KGI002,Deluxe Room,1800000,Đang dọn
KGI002_R018,KGI002,Superior Room,1500000,Đang dọn
KGI002_R019,KGI002,Superior Room,1500000,Đang dọn
KGI002_R020,KGI002,Superior Room,1500000,Trống
KGI002_R021,KGI002,Superior Room,1500000,Đang sử dụng
KGI002_R022,KGI002,Executive Room,2400000,Đang dọn
KGI002_R023,KGI002,Executive Room,2400000,Trống
KGI002_R024,KGI002,Junior Suite,2800000,Đang dọn
KGI002_R025,KGI002,Junior Suite,2800000,Đang sử dụng
KGI002_R026,KGI002,Suite,3500000,Đang sử dụng
KGI002_R027,KGI002,Suite,3500000,Đang dọn
KGI002_R028,KGI002,Family Room,2200000,Đang dọn
KGI002_R029,KGI002,Family Room,2200000,Trống
KGI002_R030,KGI002,Connecting Room,2000000,Trống
KGI002_R031,KGI002,Connecting Room,2000000,Trống
KGI002_R032,KGI002,Twin Room,1700000,Trống
KGI002_R033,KGI002,Double Room,1700000,Trống
KGI002_R034,KGI002,Double Room,1700000,Trống
KGI002_R035,KGI002,Single Room,1000000,Đang sử dụng
KGI002_R036,KGI002,Studio Room,1300000,Trống
KGI002_R037,KGI002,Accessible Room,1100000,Trống
KTM001_R001,KTM001,Standard Room,1200000,Đang dọn
KTM001_R002,KTM001,Standard Room,1200000,Đang sử dụng
KTM001_R003,KTM001,Standard Room,1200000,Đang sử dụng
KTM001_R004,KTM001,Standard Room,1200000,Đang dọn
KTM001_R005,KTM001,Standard Room,1200000,Trống
KTM001_R006,KTM001,Deluxe Room,1800000,Đang dọn
KTM001_R007,KTM001,Deluxe Room,1800000,Đang sử dụng
KTM001_R008,KTM001,Deluxe Room,1800000,Đang dọn
KTM001_R009,KTM001,Superior Room,1500000,Đang dọn
KTM001_R010,KTM001,Superior Room,1500000,Trống
KTM001_R011,KTM001,Executive Room,2400000,Đang dọn
KTM001_R012,KTM001,Junior Suite,2800000,Đang dọn
KTM001_R013,KTM001,Suite,3500000,Đang dọn
KTM001_R014,KTM001,Family Room,2200000,Đang dọn
KTM001_R015,KTM001,Connecting Room,2000000,Đang sử dụng
KTM001_R016,KTM001,Twin Room,1700000,Trống
KTM001_R017,KTM001,Double Room,1700000,Đang sử dụng
KTM002_R001,KTM002,Standard Room,1200000,Đang dọn
KTM002_R002,KTM002,Standard Room,1200000,Trống
KTM002_R003,KTM002,Standard Room,1200000,Trống
KTM002_R004,KTM002,Standard Room,1200000,Đang dọn
KTM002_R005,KTM002,Standard Room,1200000,Đang sử dụng
KTM002_R006,KTM002,Deluxe Room,1800000,Đang sử dụng
KTM002_R007,KTM002,Deluxe Room,1800000,Đang sử dụng
KTM002_R008,KTM002,Deluxe Room,1800000,Đang dọn
KTM002_R009,KTM002,Deluxe Room,1800000,Đang dọn
KTM002_R010,KTM002,Superior Room,1500000,Đang sử dụng
KTM002_R011,KTM002,Superior Room,1500000,Đang sử dụng
